"id","url_id","language","status","attempts","last_error","created_at","updated_at"
"6deda8fe-b849-453b-b5bc-beecce65f30f","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8","en","done",1,NULL,"2026-03-21 01:30:29.774436+00","2026-03-21 01:30:29.774439+00"
"5da1d91a-6eda-4548-8cdf-b43856d0d3f3","9af7acbb-601a-47f2-87d7-292f05898d5b","de","done",1,NULL,"2026-03-21 01:31:48.237748+00","2026-03-21 01:31:48.237753+00"
"ed4433cc-d566-4165-9066-377a6c4b9faf","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8","de","done",1,NULL,"2026-03-21 01:33:05.857328+00","2026-03-21 01:33:05.85733+00"
"15828273-468c-4576-a8f3-8234974d2b7d","9af7acbb-601a-47f2-87d7-292f05898d5b","fr","done",1,NULL,"2026-03-21 01:34:23.750024+00","2026-03-21 01:34:23.750027+00"
"3d1edb2e-978d-4446-85df-aad9da7d2d6c","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8","fr","done",1,NULL,"2026-03-21 01:35:57.800564+00","2026-03-21 01:35:57.800567+00"
"1d452263-8da7-4359-9c7b-726c4db148a4","9af7acbb-601a-47f2-87d7-292f05898d5b","it","done",1,NULL,"2026-03-21 01:37:15.166927+00","2026-03-21 01:37:15.166931+00"
"36804b04-d2af-42ca-be95-a9516b2e1b75","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8","it","done",1,NULL,"2026-03-21 01:38:34.996553+00","2026-03-21 01:38:34.996562+00"
"f6d9f852-3a79-4ea0-b7c4-66b3b52a95e8","9af7acbb-601a-47f2-87d7-292f05898d5b","nl","done",1,NULL,"2026-03-21 01:39:54.626207+00","2026-03-21 01:39:54.62621+00"
"fc80a97d-6ff1-4a9a-87f5-343815496c4d","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8","nl","done",1,NULL,"2026-03-21 01:41:29.4198+00","2026-03-21 01:41:29.419804+00"
"5b5abe87-2d05-40ee-9d55-225451396073","9af7acbb-601a-47f2-87d7-292f05898d5b","pt","done",1,NULL,"2026-03-21 01:42:47.489728+00","2026-03-21 01:42:47.489731+00"
"0374b143-0565-4d2c-8942-cb6ac9af4b59","ce6b0b91-a4d9-474e-8df8-6c9be31a78f8","pt","done",1,NULL,"2026-03-21 01:44:05.539507+00","2026-03-21 01:44:05.53951+00"
