id,hotel_id,url_id,language,service,service_category,created_at
1922,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Brinquedos de piscina,,2026-04-06 23:13:44.91137+01
1923,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Toalhas de praia/piscina,,2026-04-06 23:13:44.91137+01
1924,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Bar de piscina,,2026-04-06 23:13:44.91137+01
1925,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Cadeiras de praia/espreguiçadeiras,,2026-04-06 23:13:44.91137+01
1926,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Guarda-sóis,,2026-04-06 23:13:44.91137+01
1927,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Adequada para crianças,,2026-04-06 23:13:44.91137+01
1928,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Parte rasa,,2026-04-06 23:13:44.91137+01
1929,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Cobertura de piscina,,2026-04-06 23:13:44.91137+01
1930,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Personal trainer,,2026-04-06 23:13:44.91137+01
1931,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Aulas de fitness,,2026-04-06 23:13:44.91137+01
1932,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Aulas de ioga,,2026-04-06 23:13:44.91137+01
1933,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Fitness,,2026-04-06 23:13:44.91137+01
1934,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Massagem no corpo todo,,2026-04-06 23:13:44.91137+01
1935,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Massagem nas mãos,,2026-04-06 23:13:44.91137+01
1936,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Massagem craniana,,2026-04-06 23:13:44.91137+01
1937,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Massagem para casais,,2026-04-06 23:13:44.91137+01
1938,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Massagem nos pés,,2026-04-06 23:13:44.91137+01
1939,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Massagem no pescoço,,2026-04-06 23:13:44.91137+01
1940,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Massagem nas costas,,2026-04-06 23:13:44.91137+01
1941,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Pacotes de spa/bem-estar,,2026-04-06 23:13:44.91137+01
1942,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Pedilúvio,,2026-04-06 23:13:44.91137+01
1943,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Sala de spa/área de relaxamento,,2026-04-06 23:13:44.91137+01
1944,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Banho de vapor,,2026-04-06 23:13:44.91137+01
1945,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Comodidades de spa,,2026-04-06 23:13:44.91137+01
1946,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Envolvimento corporal,,2026-04-06 23:13:44.91137+01
1947,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Exfoliação corporal,,2026-04-06 23:13:44.91137+01
1948,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Tratamentos corporais,,2026-04-06 23:13:44.91137+01
1949,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Penteados,,2026-04-06 23:13:44.91137+01
1950,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Coloração do cabelo,,2026-04-06 23:13:44.91137+01
1951,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Cortes de cabelo,,2026-04-06 23:13:44.91137+01
1952,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Pedicura,,2026-04-06 23:13:44.91137+01
1953,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Manicura,,2026-04-06 23:13:44.91137+01
1954,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Tratamentos capilares,,2026-04-06 23:13:44.91137+01
1955,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Maquilhagem,,2026-04-06 23:13:44.91137+01
1956,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Tratamentos faciais,,2026-04-06 23:13:44.91137+01
1957,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Serviços de beleza,,2026-04-06 23:13:44.91137+01
1958,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Banho público,,2026-04-06 23:13:44.91137+01
1959,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Banheira ao ar livre,,2026-04-06 23:13:44.91137+01
1960,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Massagem Custo adicional,,2026-04-06 23:13:44.91137+01
1961,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Spa e centro de bem-estar Custo adicional,,2026-04-06 23:13:44.91137+01
1962,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Centro de fitness,,2026-04-06 23:13:44.91137+01
1963,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Sauna,,2026-04-06 23:13:44.91137+01
1964,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Afrikaans,,2026-04-06 23:13:44.91137+01
1965,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Árabe,,2026-04-06 23:13:44.91137+01
1966,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Inglês,,2026-04-06 23:13:44.91137+01
1967,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Espanhol,,2026-04-06 23:13:44.91137+01
1968,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Francês,,2026-04-06 23:13:44.91137+01
1969,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Hindi,,2026-04-06 23:13:44.91137+01
1970,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Indonésio,,2026-04-06 23:13:44.91137+01
1971,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Italiano,,2026-04-06 23:13:44.91137+01
1972,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Malaio,,2026-04-06 23:13:44.91137+01
1973,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Português,,2026-04-06 23:13:44.91137+01
1974,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Russo,,2026-04-06 23:13:44.91137+01
1975,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Sueco,,2026-04-06 23:13:44.91137+01
1976,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Swahili,,2026-04-06 23:13:44.91137+01
1977,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Tâmil,,2026-04-06 23:13:44.91137+01
1978,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Tailandês,,2026-04-06 23:13:44.91137+01
1979,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Filipino,,2026-04-06 23:13:44.91137+01
1980,767353c5-81b5-4b24-be13-cc6f18a3a46d,04f54790-7db5-4af9-ba87-f532879418e4,pt,Vietnamita,,2026-04-06 23:13:44.91137+01
1981,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,2 swimming pools,,2026-04-06 23:14:35.326862+01
1982,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Beachfront,,2026-04-06 23:14:35.326862+01
1983,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Free WiFi,,2026-04-06 23:14:35.326862+01
1984,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Family rooms,,2026-04-06 23:14:35.326862+01
1985,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Non-smoking rooms,,2026-04-06 23:14:35.326862+01
1986,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Spa and wellness centre,,2026-04-06 23:14:35.326862+01
1987,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Tea/coffee maker in all rooms,,2026-04-06 23:14:35.326862+01
1988,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Bar,,2026-04-06 23:14:35.326862+01
1989,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Private beach area,,2026-04-06 23:14:35.326862+01
1990,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Breakfast,,2026-04-06 23:14:35.326862+01
1991,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Parking,,2026-04-06 23:14:35.326862+01
1992,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,4 restaurants,,2026-04-06 23:14:35.326862+01
1993,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Private bathroom,,2026-04-06 23:14:35.326862+01
1994,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Air conditioning,,2026-04-06 23:14:35.326862+01
1995,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Bath,,2026-04-06 23:14:35.326862+01
1996,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Fitness centre,,2026-04-06 23:14:35.326862+01
1997,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Free parking,,2026-04-06 23:14:35.326862+01
1998,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Slippers,,2026-04-06 23:14:35.326862+01
1999,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Free toiletries,,2026-04-06 23:14:35.326862+01
2000,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Hairdryer,,2026-04-06 23:14:35.326862+01
2001,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Shower,,2026-04-06 23:14:35.326862+01
2002,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Alarm clock,,2026-04-06 23:14:35.326862+01
2003,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Outdoor fireplace,,2026-04-06 23:14:35.326862+01
2004,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Outdoor furniture,,2026-04-06 23:14:35.326862+01
2005,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Sun terrace,,2026-04-06 23:14:35.326862+01
2006,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Terrace,,2026-04-06 23:14:35.326862+01
2007,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Garden,,2026-04-06 23:14:35.326862+01
2008,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Aerobics,,2026-04-06 23:14:35.326862+01
2009,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Live sport events (broadcast),,2026-04-06 23:14:35.326862+01
2010,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Live music/performance Off-site,,2026-04-06 23:14:35.326862+01
2011,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Cooking class Additional charge Off-site,,2026-04-06 23:14:35.326862+01
2012,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Happy hour,,2026-04-06 23:14:35.326862+01
2013,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Themed dinner nights Additional charge,,2026-04-06 23:14:35.326862+01
2014,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Bike tours Additional charge,,2026-04-06 23:14:35.326862+01
2015,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Walking tours Additional charge,,2026-04-06 23:14:35.326862+01
2016,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Beach,,2026-04-06 23:14:35.326862+01
2017,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Tennis equipment,,2026-04-06 23:14:35.326862+01
2018,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Evening entertainment,,2026-04-06 23:14:35.326862+01
2019,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Entertainment staff,,2026-04-06 23:14:35.326862+01
2020,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Diving Additional charge Off-site,,2026-04-06 23:14:35.326862+01
2021,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Cycling,,2026-04-06 23:14:35.326862+01
2022,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Casino,,2026-04-06 23:14:35.326862+01
2023,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Golf course (within 3 km) Additional charge,,2026-04-06 23:14:35.326862+01
2024,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Cable channels,,2026-04-06 23:14:35.326862+01
2025,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Telephone,,2026-04-06 23:14:35.326862+01
2026,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Wine/champagne Additional charge,,2026-04-06 23:14:35.326862+01
2027,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Special diet menus (on request),,2026-04-06 23:14:35.326862+01
2028,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Snack bar,,2026-04-06 23:14:35.326862+01
2029,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Breakfast in the room,,2026-04-06 23:14:35.326862+01
2030,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Restaurant,,2026-04-06 23:14:35.326862+01
2031,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Tea/Coffee maker,,2026-04-06 23:14:35.326862+01
2032,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Valet parking,,2026-04-06 23:14:35.326862+01
2033,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Parking garage,,2026-04-06 23:14:35.326862+01
2034,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Accessible parking,,2026-04-06 23:14:35.326862+01
2035,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Invoice provided,,2026-04-06 23:14:35.326862+01
2036,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Concierge service,,2026-04-06 23:14:35.326862+01
2037,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Luggage storage,,2026-04-06 23:14:35.326862+01
2038,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Tour desk,,2026-04-06 23:14:35.326862+01
2039,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Currency exchange,,2026-04-06 23:14:35.326862+01
2040,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Express check-in/check-out,,2026-04-06 23:14:35.326862+01
2041,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,24-hour front desk,,2026-04-06 23:14:35.326862+01
2042,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Kids' club,,2026-04-06 23:14:35.326862+01
2043,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Babysitting/child services Additional charge,,2026-04-06 23:14:35.326862+01
2044,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Kids' meals Additional charge,,2026-04-06 23:14:35.326862+01
2045,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Kids' outdoor play equipment,,2026-04-06 23:14:35.326862+01
2046,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Indoor play area,,2026-04-06 23:14:35.326862+01
2047,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Board games/puzzles,,2026-04-06 23:14:35.326862+01
2048,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Water sport facilities on site,,2026-04-06 23:14:35.326862+01
2049,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Children's playground,,2026-04-06 23:14:35.326862+01
2050,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Snorkelling,,2026-04-06 23:14:35.326862+01
2051,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Horse riding Additional charge Off-site,,2026-04-06 23:14:35.326862+01
2052,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Fishing Additional charge Off-site,,2026-04-06 23:14:35.326862+01
2053,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Tennis court,,2026-04-06 23:14:35.326862+01
2054,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Daily housekeeping,,2026-04-06 23:14:35.326862+01
2055,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Dry cleaning Additional charge,,2026-04-06 23:14:35.326862+01
2056,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Laundry Additional charge,,2026-04-06 23:14:35.326862+01
2057,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Fax/photocopying,,2026-04-06 23:14:35.326862+01
2058,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Business centre,,2026-04-06 23:14:35.326862+01
2059,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Meeting/banquet facilities Additional charge,,2026-04-06 23:14:35.326862+01
2060,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Fire extinguishers,,2026-04-06 23:14:35.326862+01
2061,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,CCTV outside property,,2026-04-06 23:14:35.326862+01
2062,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,CCTV in common areas,,2026-04-06 23:14:35.326862+01
2063,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Smoke alarms,,2026-04-06 23:14:35.326862+01
2064,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Key card access,,2026-04-06 23:14:35.326862+01
2065,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Key access,,2026-04-06 23:14:35.326862+01
2066,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,24-hour security,,2026-04-06 23:14:35.326862+01
2067,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Safety deposit box,,2026-04-06 23:14:35.326862+01
2068,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Shuttle service Additional charge,,2026-04-06 23:14:35.326862+01
2069,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Grocery deliveries Additional charge,,2026-04-06 23:14:35.326862+01
2070,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Minimarket on site,,2026-04-06 23:14:35.326862+01
2071,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Shared lounge/TV area,,2026-04-06 23:14:35.326862+01
2072,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Designated smoking area,,2026-04-06 23:14:35.326862+01
2073,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Allergy-free room,,2026-04-06 23:14:35.326862+01
2074,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Heating,,2026-04-06 23:14:35.326862+01
2075,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Packed lunches,,2026-04-06 23:14:35.326862+01
2076,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Lift,,2026-04-06 23:14:35.326862+01
2077,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Fan,,2026-04-06 23:14:35.326862+01
2078,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Barber/beauty shop,,2026-04-06 23:14:35.326862+01
2079,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Room service,,2026-04-06 23:14:35.326862+01
2080,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Open all year,,2026-04-06 23:14:35.326862+01
2081,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Personal trainer,,2026-04-06 23:14:35.326862+01
2082,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Yoga classes,,2026-04-06 23:14:35.326862+01
2083,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Fitness,,2026-04-06 23:14:35.326862+01
2084,31f6e92f-a3b2-4c71-94d8-c9ae225f9ba6,05fe3725-25c1-450e-9468-582464f923eb,en,Spa/wellness packages,,2026-04-06 23:14:35.326862+01
