"id","recorded_at","cpu_usage","memory_usage","active_workers","db_pool_checked_out","redis_connected","urls_pending","urls_done","extra_data"
"281","2026-03-22 11:37:07.066084+00","32.3","46",NULL,0,NULL,0,13,"{}"
"282","2026-03-22 11:42:07.064333+00","13.1","45.7",NULL,0,NULL,0,13,"{}"
"284","2026-03-22 11:52:07.067034+00","13.4","44.7",NULL,0,NULL,0,13,"{}"
"285","2026-03-22 11:57:07.067073+00","14.1","44",NULL,0,NULL,0,13,"{}"
"286","2026-03-22 12:02:07.06762+00","13.3","43.4",NULL,0,NULL,0,13,"{}"
"288","2026-03-22 12:12:07.067749+00","17","44",NULL,0,NULL,0,13,"{}"
"289","2026-03-22 12:17:07.068753+00","12.9","35.7",NULL,0,NULL,0,13,"{}"
"291","2026-03-22 12:27:07.067187+00","14.8","35.4",NULL,0,NULL,0,13,"{}"
"283","2026-03-22 11:47:07.067058+00","17.5","45.4",NULL,0,NULL,0,13,"{}"
"287","2026-03-22 12:07:07.067432+00","16.4","43.4",NULL,0,NULL,0,13,"{}"
"290","2026-03-22 12:22:07.06704+00","12.5","35.5",NULL,0,NULL,0,13,"{}"
"292","2026-03-22 12:32:07.067242+00","12.5","35.4",NULL,0,NULL,0,13,"{}"
"293","2026-03-22 12:37:07.068258+00","12.5","35.2",NULL,0,NULL,0,13,"{}"
"294","2026-03-22 12:42:07.067405+00","15.7","43",NULL,0,NULL,0,13,"{}"
"295","2026-03-22 12:47:07.067312+00","14.8","41",NULL,0,NULL,0,13,"{}"
"296","2026-03-22 12:52:07.067623+00","15.6","41.1",NULL,0,NULL,0,13,"{}"
"297","2026-03-22 12:57:07.067565+00","23.5","40",NULL,0,NULL,0,13,"{}"
"298","2026-03-22 13:02:07.067844+00","15.6","40.7",NULL,0,NULL,0,13,"{}"
"299","2026-03-22 13:07:07.068285+00","19.5","41.4",NULL,0,NULL,0,13,"{}"
"300","2026-03-22 13:12:07.069095+00","12.5","41",NULL,0,NULL,0,13,"{}"
"301","2026-03-22 13:17:07.06803+00","16","41.8",NULL,0,NULL,0,13,"{}"
"302","2026-03-22 13:22:07.068008+00","34.1","43.3",NULL,0,NULL,0,13,"{}"
"303","2026-03-22 13:27:07.06814+00","27.9","43.9",NULL,0,NULL,0,13,"{}"
"304","2026-03-22 13:32:07.068981+00","15.6","42.6",NULL,0,NULL,0,13,"{}"
"305","2026-03-22 13:37:07.068474+00","19.2","41.8",NULL,0,NULL,0,13,"{}"
"306","2026-03-22 13:42:07.069546+00","17.8","41.9",NULL,0,NULL,0,13,"{}"
"307","2026-03-22 13:47:07.067882+00","12.5","42",NULL,0,NULL,0,13,"{}"
"308","2026-03-22 13:52:07.068204+00","14.4","42.8",NULL,0,NULL,0,13,"{}"
"309","2026-03-22 13:57:07.103449+00","16.3","38",NULL,0,NULL,0,13,"{}"
