id,hotel_id,url_id,language,legal,legal_info,legal_details,has_legal_content,created_at
58,e7d91003-372e-4e5b-9fdd-f2bbca04bc35,5e39c27a-d31e-4221-badf-a2591e389f0c,fr,Informations juridiques,"Informations juridiques Cet établissement est géré, est représenté ou détient une licence délivrée par une société. Cette mention n’a aucune incidence sur les taxes, y compris sur la TVA et sur toute autre « taxe indirecte », mais la législation applicable en matière de protection des consommateurs l’exige. Vous trouverez plus d’informations au sujet de la société sous ce lien .","",t,2026-03-31 02:08:08.363276+01
59,595b17bd-8bd0-4a31-94c3-49fb6e0098b1,ee2746ec-b612-4295-87c9-77479c48e860,pt,Informação legal,"Informação legal Esta propriedade é gerida, licenciada ou representada por uma empresa. Esta designação não tem qualquer relevância em termos fiscais, incluindo o IVA e outros “impostos indiretos”, mas é necessária de acordo com a legislação aplicável aos consumidores. Pode encontrar mais informações sobre a empresa aqui: Ver dados da empresa .","",t,2026-03-31 02:08:41.010888+01
60,296d9504-c00b-4c7f-b061-883e94c213c3,5e39c27a-d31e-4221-badf-a2591e389f0c,pt,Informação legal,"Informação legal Esta propriedade é gerida, licenciada ou representada por uma empresa. Esta designação não tem qualquer relevância em termos fiscais, incluindo o IVA e outros “impostos indiretos”, mas é necessária de acordo com a legislação aplicável aos consumidores. Pode encontrar mais informações sobre a empresa aqui: Ver dados da empresa .","",t,2026-03-31 02:09:16.439595+01
61,afa7020b-c303-4e35-b638-bf968e88eeb9,9ea337e0-96c8-484f-b6f2-307e3c419666,en,Legal information,"Legal information This property is managed, licensed or represented by a business. This label has no relevance in terms of tax, including VAT and other 'indirect taxes', but is required under applicable consumer laws. You can find more information about the business here: See business details .","",t,2026-03-31 02:09:56.761499+01
62,89b5e278-1735-4722-8ee2-1a64b5dc7f3d,f942bd6b-0169-41e9-9966-7a960225590f,en,Legal information,"Legal information This property is managed, licensed or represented by a business. This label has no relevance in terms of tax, including VAT and other 'indirect taxes', but is required under applicable consumer laws. You can find more information about the business here: See business details .","",t,2026-03-31 02:10:31.984485+01
63,c53253f0-40bc-46a4-844e-66f4d4515bae,9ea337e0-96c8-484f-b6f2-307e3c419666,es,Información legal,"Información legal Este alojamiento lo gestiona, autoriza o representa una empresa. Esta etiqueta no tiene ninguna importancia en términos fiscales, incluido el IVA y otros ""impuestos indirectos"", pero es obligatoria según la legislación sobre los derechos de los consumidores correspondiente. Puedes encontrar más información sobre la empresa aquí: ver los datos de la empresa .","",t,2026-03-31 02:11:06.532339+01
64,2905bf20-afea-4b0d-b94f-20b0ab7d0c41,f942bd6b-0169-41e9-9966-7a960225590f,es,Información legal,"Información legal Este alojamiento lo gestiona, autoriza o representa una empresa. Esta etiqueta no tiene ninguna importancia en términos fiscales, incluido el IVA y otros ""impuestos indirectos"", pero es obligatoria según la legislación sobre los derechos de los consumidores correspondiente. Puedes encontrar más información sobre la empresa aquí: ver los datos de la empresa .","",t,2026-03-31 02:11:41.616947+01
65,b2edf3bb-6345-4d10-9a71-e10ba33f2554,9ea337e0-96c8-484f-b6f2-307e3c419666,de,Rechtliche Informationen,"Rechtliche Informationen Diese Unterkunft wird durch ein Unternehmen verwaltet, lizenziert oder vertreten. Diese Kennzeichnung hat keine steuerliche Relevanz, einschließlich MwSt. und weiterer „indirekter Steuern“. Sie ist jedoch nach geltendem Verbraucherrecht erforderlich. Weitere Informationen zum Unternehmen finden Sie in den: Angaben zum Unternehmen .","",t,2026-03-31 02:12:16.369351+01
66,e068c80d-fd93-4458-838f-49030e3d9363,f942bd6b-0169-41e9-9966-7a960225590f,de,Rechtliche Informationen,"Rechtliche Informationen Diese Unterkunft wird durch ein Unternehmen verwaltet, lizenziert oder vertreten. Diese Kennzeichnung hat keine steuerliche Relevanz, einschließlich MwSt. und weiterer „indirekter Steuern“. Sie ist jedoch nach geltendem Verbraucherrecht erforderlich. Weitere Informationen zum Unternehmen finden Sie in den: Angaben zum Unternehmen .","",t,2026-03-31 02:12:51.290022+01
67,b9af3499-973b-4803-b493-bc822a7b9f44,9ea337e0-96c8-484f-b6f2-307e3c419666,it,Informazioni legali,"Informazioni legali Questa struttura è gestita, autorizzata o rappresentata da un'azienda. Questa definizione non ha rilevanza in termini fiscali, incluse l'IVA e altre ""imposte indirette"", ma è obbligatoria ai sensi delle norme applicabili per la tutela dei consumatori. Per sapere di più sull'azienda, vai a: dettagli dell'azienda .","",t,2026-03-31 02:13:25.976352+01
68,3de19e64-29c9-4de1-a08e-cf93fb317928,f942bd6b-0169-41e9-9966-7a960225590f,it,Informazioni legali,"Informazioni legali Questa struttura è gestita, autorizzata o rappresentata da un'azienda. Questa definizione non ha rilevanza in termini fiscali, incluse l'IVA e altre ""imposte indirette"", ma è obbligatoria ai sensi delle norme applicabili per la tutela dei consumatori. Per sapere di più sull'azienda, vai a: dettagli dell'azienda .","",t,2026-03-31 02:14:03.089972+01
69,f4d8bc70-cdbe-491f-bb08-77ab2a1a29fb,9ea337e0-96c8-484f-b6f2-307e3c419666,fr,Informations juridiques,"Informations juridiques Cet établissement est géré, est représenté ou détient une licence délivrée par une société. Cette mention n’a aucune incidence sur les taxes, y compris sur la TVA et sur toute autre « taxe indirecte », mais la législation applicable en matière de protection des consommateurs l’exige. Vous trouverez plus d’informations au sujet de la société sous ce lien .","",t,2026-03-31 02:14:35.447757+01
70,fe333e96-1227-4225-8b63-639de81d462c,f942bd6b-0169-41e9-9966-7a960225590f,fr,Informations juridiques,"Informations juridiques Cet établissement est géré, est représenté ou détient une licence délivrée par une société. Cette mention n’a aucune incidence sur les taxes, y compris sur la TVA et sur toute autre « taxe indirecte », mais la législation applicable en matière de protection des consommateurs l’exige. Vous trouverez plus d’informations au sujet de la société sous ce lien .","",t,2026-03-31 02:15:10.523732+01
71,e01e50fc-9d0b-4a99-9e58-b5db23de8a53,9ea337e0-96c8-484f-b6f2-307e3c419666,pt,Informação legal,"Informação legal Esta propriedade é gerida, licenciada ou representada por uma empresa. Esta designação não tem qualquer relevância em termos fiscais, incluindo o IVA e outros “impostos indiretos”, mas é necessária de acordo com a legislação aplicável aos consumidores. Pode encontrar mais informações sobre a empresa aqui: Ver dados da empresa .","",t,2026-03-31 02:15:45.136522+01
72,dfe49ddb-9150-4e68-8bc8-5cfed2bf12e6,f942bd6b-0169-41e9-9966-7a960225590f,pt,Informação legal,"Informação legal Esta propriedade é gerida, licenciada ou representada por uma empresa. Esta designação não tem qualquer relevância em termos fiscais, incluindo o IVA e outros “impostos indiretos”, mas é necessária de acordo com a legislação aplicável aos consumidores. Pode encontrar mais informações sobre a empresa aqui: Ver dados da empresa .","",t,2026-03-31 02:16:20.199038+01
73,6867a2d9-be6e-4065-b1df-d29476c394d8,ba96b472-29fe-4d49-bdc3-4a352662fa89,en,Legal information,"Legal information This property is managed, licensed or represented by a business. This label has no relevance in terms of tax, including VAT and other 'indirect taxes', but is required under applicable consumer laws. You can find more information about the business here: See business details .","",t,2026-03-31 02:17:00.372286+01
74,7bb2a81f-d09a-400a-a06e-3c772ec79bb6,ba96b472-29fe-4d49-bdc3-4a352662fa89,es,Información legal,"Información legal Este alojamiento lo gestiona, autoriza o representa una empresa. Esta etiqueta no tiene ninguna importancia en términos fiscales, incluido el IVA y otros ""impuestos indirectos"", pero es obligatoria según la legislación sobre los derechos de los consumidores correspondiente. Puedes encontrar más información sobre la empresa aquí: ver los datos de la empresa .","",t,2026-03-31 02:17:50.19893+01
75,46959383-9336-47ca-9fa5-a00f43fbfb57,ba96b472-29fe-4d49-bdc3-4a352662fa89,de,Rechtliche Informationen,"Rechtliche Informationen Diese Unterkunft wird durch ein Unternehmen verwaltet, lizenziert oder vertreten. Diese Kennzeichnung hat keine steuerliche Relevanz, einschließlich MwSt. und weiterer „indirekter Steuern“. Sie ist jedoch nach geltendem Verbraucherrecht erforderlich. Weitere Informationen zum Unternehmen finden Sie in den: Angaben zum Unternehmen .","",t,2026-03-31 02:18:37.44619+01
76,61c593ff-f80f-4577-851e-9382fc2e7ff7,ba96b472-29fe-4d49-bdc3-4a352662fa89,it,Informazioni legali,"Informazioni legali Questa struttura è gestita, autorizzata o rappresentata da un'azienda. Questa definizione non ha rilevanza in termini fiscali, incluse l'IVA e altre ""imposte indirette"", ma è obbligatoria ai sensi delle norme applicabili per la tutela dei consumatori. Per sapere di più sull'azienda, vai a: dettagli dell'azienda .","",t,2026-03-31 02:19:22.74443+01
77,4d142300-6e21-46be-a0d9-13c59af09ecc,ba96b472-29fe-4d49-bdc3-4a352662fa89,fr,Informations juridiques,"Informations juridiques Cet établissement est géré, est représenté ou détient une licence délivrée par une société. Cette mention n’a aucune incidence sur les taxes, y compris sur la TVA et sur toute autre « taxe indirecte », mais la législation applicable en matière de protection des consommateurs l’exige. Vous trouverez plus d’informations au sujet de la société sous ce lien .","",t,2026-03-31 02:20:07.925253+01
78,fec5d6b5-99f2-4615-a69f-4071adf65d6a,ba96b472-29fe-4d49-bdc3-4a352662fa89,pt,Informação legal,"Informação legal Esta propriedade é gerida, licenciada ou representada por uma empresa. Esta designação não tem qualquer relevância em termos fiscais, incluindo o IVA e outros “impostos indiretos”, mas é necessária de acordo com a legislação aplicável aos consumidores. Pode encontrar mais informações sobre a empresa aqui: Ver dados da empresa .","",t,2026-03-31 02:20:53.375289+01
