"id","hotel_id","url_id","language","policy_name","policy_details","created_at"
"24","6e375b00-8d49-471d-9b86-20141b8394de","7e509834-ef44-484e-8286-616d61ae6bf6","it","Regole della struttura","South Bank accetta le richieste speciali. Aggiungile nel prossimo passaggio! Vedi disponibilità Arrivo Dalle 15:00 Al check-in gli ospiti devono esibire un documento di riconoscimento con foto e una carta di credito. Dovrai comunicare in anticipo alla struttura il tuo orario di arrivo. Partenza Alle 11:00 Cancellazione / Pagamento anticipato Le condizioni relative alla cancellazione e al pagamento anticipato variano a seconda della tipologia di alloggio. Inserisci le date del soggiorno e verifica le condizioni dell'opzione scelta. Bambini e letti Condizioni per i bambini I bambini di tutte le età sono i benvenuti. I bambini di 18 anni o più pagheranno quanto gli adulti presso questa struttura. Per vedere informazioni corrette relativamente a prezzi e occupazione, aggiungi alla ricerca il numero e l'età dei bambini che soggiorneranno. Condizioni per culle e letti aggiuntivi 0 - 2 anni Culla su richiesta Gratis Il numero di culle ammesse dipende dall'opzione che scegli. Controlla quella che hai selezionato per maggiori informazioni. In questa struttura non c'è disponibilità di letti supplementari. Le culle sono soggette a disponibilità. Età minima L'età minima per fare il check-in è 21 anni. Animali Animali non ammessi. Metodi di pagamento accettati Contanti Feste Non è permesso organizzare feste/eventi.","2026-03-20 23:09:39.496064+00"
"25","8df7af18-d3bb-490c-a052-c3fd7ea1f5e7","0fa5c633-632b-4609-94e6-4240aed48871","nl","Huisregels","Mandarin Oriental, Canouan accepteert speciale verzoeken, voeg ze toe bij de volgende stap! Bekijk beschikbaarheid Inchecken Vanaf 15:00 Gasten dienen bij het inchecken een identiteitsbewijs met foto en creditcard te tonen Laat de accommodatie van tevoren weten hoe laat je arriveert. Uitchecken Tot 12:00 Annuleren / vooruitbetalen Annulerings- en vooruitbetalingsvoorwaarden verschillen per accommodatietype. Vul de data van je verblijf in en controleer de voorwaarden van je gekozen optie. Kinderen en bedden Voorwaarden voor kinderen Kinderen van alle leeftijden zijn welkom. Voor kinderen van 12 jaar en ouder worden bij deze accommodatie dezelfde kosten als volwassenen gerekend. Voeg het aantal kinderen in je groep en hun leeftijden toe aan je zoekopdracht om de juiste prijzen en informatie over de bezetting te zien. Voorwaarden voor kinderbedjes en extra bedden Kinderbedjes en extra bedden zijn niet beschikbaar bij deze accommodatie. Geen leeftijdsrestrictie Er is geen minimumleeftijd om in te checken Huisdieren Huisdieren zijn niet toegestaan. Geaccepteerde betaalwijzen Contant","2026-03-20 23:10:58.033737+00"
"26","5413018a-c587-48ee-8618-3675eeba8099","7e509834-ef44-484e-8286-616d61ae6bf6","nl","Huisregels","South Bank accepteert speciale verzoeken, voeg ze toe bij de volgende stap! Bekijk beschikbaarheid Inchecken Vanaf 15:00 Gasten dienen bij het inchecken een identiteitsbewijs met foto en creditcard te tonen Laat de accommodatie van tevoren weten hoe laat je arriveert. Uitchecken Tot 11:00 Annuleren / vooruitbetalen Annulerings- en vooruitbetalingsvoorwaarden verschillen per accommodatietype. Vul de data van je verblijf in en controleer de voorwaarden van je gekozen optie. Kinderen en bedden Voorwaarden voor kinderen Kinderen van alle leeftijden zijn welkom. Voor kinderen van 18 jaar en ouder worden bij deze accommodatie dezelfde kosten als volwassenen gerekend. Voeg het aantal kinderen in je groep en hun leeftijden toe aan je zoekopdracht om de juiste prijzen en informatie over de bezetting te zien. Voorwaarden voor kinderbedjes en extra bedden 0 - 2 jaar Kinderbedje op verzoek Gratis Het aantal toegestane kinderbedjes hangt af van de optie die je kiest. Controleer de optie die je heb geselecteerd voor meer informatie. Er zijn geen extra bedden beschikbaar bij deze accommodatie. Alle kinderbedjes zijn op basis van beschikbaarheid. Leeftijdsrestrictie De minimumleeftijd om in te checken is 21 jaar Huisdieren Huisdieren zijn niet toegestaan. Geaccepteerde betaalwijzen Contant Feesten Feesten/bijeenkomsten zijn niet toegestaan","2026-03-20 23:12:32.406098+00"
"27","f112d536-c589-46a9-befa-73997fd9f6ed","0fa5c633-632b-4609-94e6-4240aed48871","pt","Regras da propriedade","Mandarin Oriental, Canouan aceita pedidos especiais – adicione-o(s) no próximo passo! Ver disponibilidade Check-in Das 15:00 No momento do check-in, os hóspedes têm de apresentar um documento de identificação com fotografia e um cartão de crédito Terá de informar a sua hora de chegada com antecedência ao alojamento. Check-out Às 12:00 Cancelamento/ pré-pagamento As condições de cancelamento e de pré-pagamento variam consoante o tipo de alojamento. Por favor, insira as datas da sua estadia e verifique as condições da opção que selecionou. Crianças e camas Condições de crianças Todas as crianças são bem-vindas. As crianças com 12 ou mais anos terão de pagar as tarifas de adulto neste alojamento. Para ver os preços corretos e a informação sobre a ocupação, por favor, adicione à sua pesquisa o número de crianças no seu grupo e as respetivas idades. Condições de berços e camas extra Os berços e camas extra não estão disponíveis nesta propriedade. Sem restrições de idade Não há restrições de idade para fazer check-in Animais de estimação Animais de estimação: não admitidos. Métodos de pagamento aceites Dinheiro","2026-03-20 23:13:51.211141+00"
"19","63ce8fdd-a82d-44de-8362-79482ad5573a","0fa5c633-632b-4609-94e6-4240aed48871","de","Hausregeln","Die Unterkunft Mandarin Oriental, Canouan nimmt besondere Anfragen an – im nächsten Schritt hinzufügen! Verfügbarkeit anzeigen Anreise Ab 15:00 Gäste müssen einen Lichtbildausweis und eine Kreditkarte beim Check-in vorlegen Bitte informieren Sie die Unterkunft im Voraus über Ihre Ankunftszeit. Abreise Bis 12:00 Stornierung/ Vorauszahlung Die Stornierungs- und Vorauszahlungsrichtlinien ändern sich je nach Unterkunftskategorie. Bitte geben Sie Ihre Reisedaten ein und überprüfen Sie die Bedingungen Ihrer gewählten Option. Kinder und Betten Richtlinien für Kinder Kinder jeden Alters sind willkommen. Kinder im Alter von 12 Jahren oder älter zahlen in dieser Unterkunft den Erwachsenenpreis. Fügen Sie Ihrer Suche bitte die Anzahl der Kinder in Ihrer Gruppe und deren Alter hinzu, um die korrekten Preise und Belegungsinformationen zu sehen. Richtlinien zu Baby- und Zustellbetten Baby- und Zustellbetten sind in dieser Unterkunft nicht verfügbar. Keine Altersbeschränkung Es gibt keine Altersbeschränkung für den Check-in. Haustiere Haustiere sind nicht gestattet. Akzeptierte Zahlungsmethoden Barzahlung","2026-03-20 23:02:51.06617+00"
"20","cff8aaf7-e8a8-47e4-918b-9636442282ae","7e509834-ef44-484e-8286-616d61ae6bf6","de","Hausregeln","Die Unterkunft South Bank nimmt besondere Anfragen an – im nächsten Schritt hinzufügen! Verfügbarkeit anzeigen Anreise Ab 15:00 Gäste müssen einen Lichtbildausweis und eine Kreditkarte beim Check-in vorlegen Bitte informieren Sie die Unterkunft im Voraus über Ihre Ankunftszeit. Abreise Bis 11:00 Stornierung/ Vorauszahlung Die Stornierungs- und Vorauszahlungsrichtlinien ändern sich je nach Unterkunftskategorie. Bitte geben Sie Ihre Reisedaten ein und überprüfen Sie die Bedingungen Ihrer gewählten Option. Kinder und Betten Richtlinien für Kinder Kinder jeden Alters sind willkommen. Kinder im Alter von 18 Jahren oder älter zahlen in dieser Unterkunft den Erwachsenenpreis. Fügen Sie Ihrer Suche bitte die Anzahl der Kinder in Ihrer Gruppe und deren Alter hinzu, um die korrekten Preise und Belegungsinformationen zu sehen. Richtlinien zu Baby- und Zustellbetten 0 - 2 Jahre Babybett auf Anfrage Kostenfrei Die Anzahl an Babybetten ist von der von Ihnen gewählten Option abhängig. Bitte prüfen Sie Ihre ausgewählte Option für mehr Informationen. Zustellbetten sind in dieser Unterkunft nicht verfügbar. Alle Babybetten unterliegen der Verfügbarkeit. Altersbeschränkung Das Mindestalter für den Check-in beträgt 21 Jahre Haustiere Haustiere sind nicht gestattet. Akzeptierte Zahlungsmethoden Barzahlung Partys Partys/Veranstaltungen sind nicht erlaubt.","2026-03-20 23:04:09.290394+00"
"21","6eaa0dc9-9bf5-4294-ad3f-537525c633dd","0fa5c633-632b-4609-94e6-4240aed48871","fr","Règles de la maison","L'établissement Mandarin Oriental, Canouan accepte les demandes spéciales. Ajoutez la vôtre à la prochaine étape ! Voir les disponibilités Arrivée À partir de 15:00 Vous devrez présenter une pièce d'identité avec photo et une carte de crédit lors de l'enregistrement. Vous devrez indiquer à l'avance votre heure d'arrivée à l'établissement. Départ Jusqu'à 12:00 Annulation / Prépaiement Les conditions d'annulation et de prépaiement varient en fonction du type d'hébergement. Veuillez saisir les dates de votre séjour et consulter les conditions de l'option choisie. Enfants et lits Conditions relatives aux enfants Tous les enfants sont les bienvenus. Les enfants âgés de plus de 12 ans seront facturés au tarif adulte dans cet établissement. Pour voir les tarifs et les informations associés à la taille de votre groupe, veuillez ajouter à votre recherche le nombre d'enfants avec qui vous voyagez ainsi que leur âge. Conditions relatives aux lits bébé et aux lits d'appoint Aucun lit d'appoint/bébé n'est disponible dans cet établissement. Aucune restriction d'âge Aucune restriction relative à l'âge ne s'applique pour l'enregistrement. Animaux domestiques Les animaux de compagnie ne sont pas admis au sein de l'établissement. Moyens de paiement acceptés Espèces","2026-03-20 23:05:27.457175+00"
"29","fbdc09da-3d08-44d3-9a34-86a3c52c3409","2741d8d5-15c8-42f2-91ca-744414e755f1","es","Normas de la casa","Grace Bay Club acepta peticiones especiales. ¡Añádelas en el siguiente paso! Ver disponibilidad Entrada Desde las 15:00 Los clientes deben mostrar un documento de identidad con fotografía y una tarjeta de crédito en el momento de hacer el check-in Tienes que decirle al alojamiento con antelación a qué hora vas a llegar. Salida Hasta las 11:00 Cancelación /  prepago Las condiciones de cancelación y de pago por adelantado pueden variar según el tipo de alojamiento. Introduce las fechas de tu estancia y consulta las condiciones de la opción que quieres reservar. Camas para niños Condiciones para estancias con niños Se pueden alojar niños de cualquier edad. Los niños a partir de 18 años pagan como adultos en este alojamiento. Para ver la información correcta sobre precios y ocupación, añade a la búsqueda el número de niños con los que viajas y sus edades. Condiciones sobre cunas y camas supletorias 0 - 2 años Cama supletoria a petición Gratis Cuna a petición Gratis Más de 3 años Cama supletoria a petición Gratis El número de camas supletorias y cunas permitido depende de la opción que escojas. Consulta la opción que has escogido para saber más. Todas las cunas y camas supletorias están sujetas a disponibilidad. No hay restricción por edad No hay edad mínima para el check-in Mascotas No se admiten. Métodos de pago aceptados Efectivo","2026-03-20 23:16:27.297768+00"
"30","742f629d-a0d9-44e9-9ec2-840919a883e6","a1da6af5-6d39-481c-98ab-b162305f9118","es","Normas de la casa","The Island Garden Hotel acepta peticiones especiales. ¡Añádelas en el siguiente paso! Ver disponibilidad Entrada De las 15:00 a las 18:00 Salida De las 8:00 a las 11:00 Cancelación /  prepago Las condiciones de cancelación y de pago por adelantado pueden variar según el tipo de alojamiento. Introduce las fechas de tu estancia y consulta las condiciones de la opción que quieres reservar. Depósito por daños reembolsable Se pedirá un depósito por daños de US$25 a la llegada. Equivale a SEK 233 aprox. Se efectuará en efectivo. Se te devolverá al hacer el check-out. El depósito se devolverá por completo en efectivo una vez revisado el alojamiento. Camas para niños Condiciones para estancias con niños Se pueden alojar niños de cualquier edad. Para ver la información correcta sobre precios y ocupación, añade a la búsqueda el número de niños con los que viajas y sus edades. Condiciones sobre cunas y camas supletorias En este alojamiento no hay cunas ni camas supletorias. No hay restricción por edad No hay edad mínima para el check-in Mascotas No se admiten. Métodos de pago aceptados Efectivo Fiestas No se pueden celebrar fiestas/eventos","2026-03-20 23:17:57.480308+00"
"31","66e5f2d5-3972-495d-94cc-902aae087365","2741d8d5-15c8-42f2-91ca-744414e755f1","en","House rules","Grace Bay Club takes special requests - add in the next step! See availability Check-in From 15:00 Guests are required to show a photo identification and credit card upon check-in You'll need to let the property know in advance what time you'll arrive. Check-out Until 11:00 Cancellation/ prepayment Cancellation and prepayment policies vary according to accommodation type. Please enter the dates of your stay and check the conditions of your required option. Children and beds Child policies Children of any age are welcome. Children 18 years and above will be charged as adults at this property. To see correct prices and occupancy information, please add the number of children in your group and their ages to your search. Cot and extra bed policies 0 - 2 years Extra bed upon request Free Cot upon request Free 3+ years Extra bed upon request Free The number of extra beds and cots allowed is dependent on the option you choose. Please check your selected option for more information. All cots and extra beds are subject to availability. No age restriction There is no age requirement for check-in Pets Pets are not allowed. Accepted payment methods Cash","2026-03-20 23:20:52.7617+00"
"22","0dcc4c17-13e1-446f-9e42-95a909a5883d","7e509834-ef44-484e-8286-616d61ae6bf6","fr","Règles de la maison","L'établissement South Bank accepte les demandes spéciales. Ajoutez la vôtre à la prochaine étape ! Voir les disponibilités Arrivée À partir de 15:00 Vous devrez présenter une pièce d'identité avec photo et une carte de crédit lors de l'enregistrement. Vous devrez indiquer à l'avance votre heure d'arrivée à l'établissement. Départ Jusqu'à 11:00 Annulation / Prépaiement Les conditions d'annulation et de prépaiement varient en fonction du type d'hébergement. Veuillez saisir les dates de votre séjour et consulter les conditions de l'option choisie. Enfants et lits Conditions relatives aux enfants Tous les enfants sont les bienvenus. Les enfants âgés de plus de 18 ans seront facturés au tarif adulte dans cet établissement. Pour voir les tarifs et les informations associés à la taille de votre groupe, veuillez ajouter à votre recherche le nombre d'enfants avec qui vous voyagez ainsi que leur âge. Conditions relatives aux lits bébé et aux lits d'appoint 0 - 2 ans Lit bébé sur demande Gratuit Le nombre de lits bébé disponibles dépend de l'option que vous choisissez. Veuillez consulter l'option sélectionnée pour obtenir plus d'informations. Cet établissement ne propose pas de lits d'appoint. Tous les lits bébé sont soumis à disponibilité. Restriction relative à l'âge Les clients doivent avoir au moins 21 ans pour pouvoir s'enregistrer. Animaux domestiques Les animaux de compagnie ne sont pas admis au sein de l'établissement. Moyens de paiement acceptés Espèces Fêtes Les fêtes/événements ne sont pas autorisés.","2026-03-20 23:07:01.54119+00"
"28","48fa9c12-347f-4592-a52a-58aa05a07326","7e509834-ef44-484e-8286-616d61ae6bf6","pt","Regras da propriedade","South Bank aceita pedidos especiais – adicione-o(s) no próximo passo! Ver disponibilidade Check-in Das 15:00 No momento do check-in, os hóspedes têm de apresentar um documento de identificação com fotografia e um cartão de crédito Terá de informar a sua hora de chegada com antecedência ao alojamento. Check-out Às 11:00 Cancelamento/ pré-pagamento As condições de cancelamento e de pré-pagamento variam consoante o tipo de alojamento. Por favor, insira as datas da sua estadia e verifique as condições da opção que selecionou. Crianças e camas Condições de crianças Todas as crianças são bem-vindas. As crianças com 18 ou mais anos terão de pagar as tarifas de adulto neste alojamento. Para ver os preços corretos e a informação sobre a ocupação, por favor, adicione à sua pesquisa o número de crianças no seu grupo e as respetivas idades. Condições de berços e camas extra 0 - 2 anos Berço mediante pedido Gratuito O número permitido de berços está dependente da opção que escolher. Por favor, verifique a sua opção selecionada para mais informações. Não existem camas extra disponíveis nesta propriedade. Todos os berços estão sujeitos a disponibilidade. Restrição de idade A idade mínima para fazer o check-in é de 21 Animais de estimação Animais de estimação: não admitidos. Métodos de pagamento aceites Dinheiro Festas Não é permitido realizar festas/eventos","2026-03-20 23:15:10.007602+00"
"32","8df16feb-4308-40d9-8e2c-d1ce84a899a7","a1da6af5-6d39-481c-98ab-b162305f9118","en","House rules","The Island Garden Hotel takes special requests - add in the next step! See availability Check-in From 15:00 to 18:00 Check-out From 08:00 to 11:00 Cancellation/ prepayment Cancellation and prepayment policies vary according to accommodation type. Please enter the dates of your stay and check the conditions of your required option. Refundable damage deposit A damage deposit of US$25 is required on arrival. That's about SEK 233. This will be collected as a cash payment. You should be reimbursed on check-out. Your deposit will be refunded in full in cash, subject to an inspection of the property. Children and beds Child policies Children of any age are welcome. To see correct prices and occupancy information, please add the number of children in your group and their ages to your search. Cot and extra bed policies Cots and extra beds are not available at this property. No age restriction There is no age requirement for check-in Pets Pets are not allowed. Accepted payment methods Cash Parties Parties/events are not allowed","2026-03-20 23:23:40.594358+00"
"33","97ec43f2-2edb-482b-82da-af2d71cf3253","2741d8d5-15c8-42f2-91ca-744414e755f1","de","Hausregeln","Die Unterkunft Grace Bay Club nimmt besondere Anfragen an – im nächsten Schritt hinzufügen! Verfügbarkeit anzeigen Anreise Ab 15:00 Gäste müssen einen Lichtbildausweis und eine Kreditkarte beim Check-in vorlegen Bitte informieren Sie die Unterkunft im Voraus über Ihre Ankunftszeit. Abreise Bis 11:00 Stornierung/ Vorauszahlung Die Stornierungs- und Vorauszahlungsrichtlinien ändern sich je nach Unterkunftskategorie. Bitte geben Sie Ihre Reisedaten ein und überprüfen Sie die Bedingungen Ihrer gewählten Option. Kinder und Betten Richtlinien für Kinder Kinder jeden Alters sind willkommen. Kinder im Alter von 18 Jahren oder älter zahlen in dieser Unterkunft den Erwachsenenpreis. Fügen Sie Ihrer Suche bitte die Anzahl der Kinder in Ihrer Gruppe und deren Alter hinzu, um die korrekten Preise und Belegungsinformationen zu sehen. Richtlinien zu Baby- und Zustellbetten 0 - 2 Jahre Zustellbett auf Anfrage Kostenfrei Babybett auf Anfrage Kostenfrei über 3 Jahre Zustellbett auf Anfrage Kostenfrei Die Anzahl an Zustell- und Babybetten ist von der von Ihnen gewählten Option abhängig. Bitte prüfen Sie Ihre ausgewählte Option für mehr Informationen. Alle Babybetten und Zustellbetten unterliegen der Verfügbarkeit. Keine Altersbeschränkung Es gibt keine Altersbeschränkung für den Check-in. Haustiere Haustiere sind nicht gestattet. Akzeptierte Zahlungsmethoden Barzahlung","2026-03-20 23:24:58.67843+00"
"34","c8e93e77-5096-4833-ba68-11ae595c0e5a","a1da6af5-6d39-481c-98ab-b162305f9118","de","Hausregeln","Die Unterkunft The Island Garden Hotel nimmt besondere Anfragen an – im nächsten Schritt hinzufügen! Verfügbarkeit anzeigen Anreise Von 15:00 bis 18:00 Uhr Abreise Von 08:00 bis 11:00 Uhr Stornierung/ Vorauszahlung Die Stornierungs- und Vorauszahlungsrichtlinien ändern sich je nach Unterkunftskategorie. Bitte geben Sie Ihre Reisedaten ein und überprüfen Sie die Bedingungen Ihrer gewählten Option. Erstattungsfähige Schadenskaution Bei der Ankunft ist eine Schadenskaution von US$25 erforderlich. Das sind ungefähr SEK 233. Diese wird in bar hinterlegt. Sie erhalten die Erstattung in der Regel bei Abreise. Die Schadenskaution wird Ihnen in voller Höhe in bar erstattet, nachdem die Unterkunft überprüft wurde und keine Schäden festgestellt wurden. Kinder und Betten Richtlinien für Kinder Kinder jeden Alters sind willkommen. Fügen Sie Ihrer Suche bitte die Anzahl der Kinder in Ihrer Gruppe und deren Alter hinzu, um die korrekten Preise und Belegungsinformationen zu sehen. Richtlinien zu Baby- und Zustellbetten Baby- und Zustellbetten sind in dieser Unterkunft nicht verfügbar. Keine Altersbeschränkung Es gibt keine Altersbeschränkung für den Check-in. Haustiere Haustiere sind nicht gestattet. Akzeptierte Zahlungsmethoden Barzahlung Partys Partys/Veranstaltungen sind nicht erlaubt.","2026-03-20 23:26:17.221765+00"
"35","162419c6-072a-425e-b0f2-8f46d921975c","2741d8d5-15c8-42f2-91ca-744414e755f1","fr","Règles de la maison","L'établissement Grace Bay Club accepte les demandes spéciales. Ajoutez la vôtre à la prochaine étape ! Voir les disponibilités Arrivée À partir de 15:00 Vous devrez présenter une pièce d'identité avec photo et une carte de crédit lors de l'enregistrement. Vous devrez indiquer à l'avance votre heure d'arrivée à l'établissement. Départ Jusqu'à 11:00 Annulation / Prépaiement Les conditions d'annulation et de prépaiement varient en fonction du type d'hébergement. Veuillez saisir les dates de votre séjour et consulter les conditions de l'option choisie. Enfants et lits Conditions relatives aux enfants Tous les enfants sont les bienvenus. Les enfants âgés de plus de 18 ans seront facturés au tarif adulte dans cet établissement. Pour voir les tarifs et les informations associés à la taille de votre groupe, veuillez ajouter à votre recherche le nombre d'enfants avec qui vous voyagez ainsi que leur âge. Conditions relatives aux lits bébé et aux lits d'appoint 0 - 2 ans Lit d'appoint sur demande Gratuit Lit bébé sur demande Gratuit Plus de 3 ans Lit d'appoint sur demande Gratuit Le nombre de lits bébé et de lits d'appoint disponibles dépend de l'option que vous choisissez. Veuillez consulter l'option sélectionnée pour obtenir plus d'informations. Tous les lits bébé et les lits d'appoint sont soumis à disponibilité. Aucune restriction d'âge Aucune restriction relative à l'âge ne s'applique pour l'enregistrement. Animaux domestiques Les animaux de compagnie ne sont pas admis au sein de l'établissement. Moyens de paiement acceptés Espèces","2026-03-20 23:27:34.999518+00"
"36","6b2e273a-26c4-4259-a380-41a1c0cfb77a","a1da6af5-6d39-481c-98ab-b162305f9118","fr","Règles de la maison","L'établissement The Island Garden Hotel accepte les demandes spéciales. Ajoutez la vôtre à la prochaine étape ! Voir les disponibilités Arrivée De 15:00 à 18:00 Départ De 08:00 à 11:00 Annulation / Prépaiement Les conditions d'annulation et de prépaiement varient en fonction du type d'hébergement. Veuillez saisir les dates de votre séjour et consulter les conditions de l'option choisie. Dépôt de garantie remboursable Un dépôt de garantie d'un montant de US$25 est demandé à l'arrivée. Cette somme équivaut à SEK 233. Il devra être payé en espèces. Le remboursement devrait être effectué le jour de votre départ. Le dépôt de garantie vous sera entièrement remboursé en espèces, si aucun dommage n'a été constaté par l'établissement. Enfants et lits Conditions relatives aux enfants Tous les enfants sont les bienvenus. Pour voir les tarifs et les informations associés à la taille de votre groupe, veuillez ajouter à votre recherche le nombre d'enfants avec qui vous voyagez ainsi que leur âge. Conditions relatives aux lits bébé et aux lits d'appoint Aucun lit d'appoint/bébé n'est disponible dans cet établissement. Aucune restriction d'âge Aucune restriction relative à l'âge ne s'applique pour l'enregistrement. Animaux domestiques Les animaux de compagnie ne sont pas admis au sein de l'établissement. Moyens de paiement acceptés Espèces Fêtes Les fêtes/événements ne sont pas autorisés.","2026-03-20 23:29:07.118997+00"
"37","dcc38fe7-5d6d-4d7c-8f70-7ee609169902","2741d8d5-15c8-42f2-91ca-744414e755f1","it","Regole della struttura","Grace Bay Club accetta le richieste speciali. Aggiungile nel prossimo passaggio! Vedi disponibilità Arrivo Dalle 15:00 Al check-in gli ospiti devono esibire un documento di riconoscimento con foto e una carta di credito. Dovrai comunicare in anticipo alla struttura il tuo orario di arrivo. Partenza Alle 11:00 Cancellazione / Pagamento anticipato Le condizioni relative alla cancellazione e al pagamento anticipato variano a seconda della tipologia di alloggio. Inserisci le date del soggiorno e verifica le condizioni dell'opzione scelta. Bambini e letti Condizioni per i bambini I bambini di tutte le età sono i benvenuti. I bambini di 18 anni o più pagheranno quanto gli adulti presso questa struttura. Per vedere informazioni corrette relativamente a prezzi e occupazione, aggiungi alla ricerca il numero e l'età dei bambini che soggiorneranno. Condizioni per culle e letti aggiuntivi 0 - 2 anni Letto supplementare su richiesta Gratis Culla su richiesta Gratis 3 anni e oltre Letto supplementare su richiesta Gratis Il numero di culle e letti supplementari ammessi dipende dall'opzione che scegli. Controlla quella che hai selezionato per maggiori informazioni. Le culle e i letti supplementari sono soggetti a disponibilità. Nessuna età minima Non è richiesta un'età minima per fare il check-in. Animali Animali non ammessi. Metodi di pagamento accettati Contanti","2026-03-20 23:30:26.526441+00"
"38","5876c867-fc58-4e96-94ff-151fa2f2d22b","a1da6af5-6d39-481c-98ab-b162305f9118","it","Regole della struttura","The Island Garden Hotel accetta le richieste speciali. Aggiungile nel prossimo passaggio! Vedi disponibilità Arrivo Dalle 15:00 alle 18:00 Partenza Dalle 08:00 alle 11:00 Cancellazione / Pagamento anticipato Le condizioni relative alla cancellazione e al pagamento anticipato variano a seconda della tipologia di alloggio. Inserisci le date del soggiorno e verifica le condizioni dell'opzione scelta. Deposito cauzionale rimborsabile È richiesto un deposito cauzionale di US$25 all'arrivo. L'importo corrisponde a circa SEK 233. Dovrai pagarlo in contanti. Dovresti ricevere il rimborso al momento del check-out. Il deposito ti sarà rimborsato per intero in contanti dopo una verifica dello stato dell'alloggio. Bambini e letti Condizioni per i bambini I bambini di tutte le età sono i benvenuti. Per vedere informazioni corrette relativamente a prezzi e occupazione, aggiungi alla ricerca il numero e l'età dei bambini che soggiorneranno. Condizioni per culle e letti aggiuntivi In questa struttura non c'è disponibilità di culle e letti supplementari. Nessuna età minima Non è richiesta un'età minima per fare il check-in. Animali Animali non ammessi. Metodi di pagamento accettati Contanti Feste Non è permesso organizzare feste/eventi.","2026-03-20 23:31:44.800468+00"
"39","3e161e05-3ff3-4fb6-ab7b-0ffc2c4fbcd1","2741d8d5-15c8-42f2-91ca-744414e755f1","nl","Huisregels","Grace Bay Club accepteert speciale verzoeken, voeg ze toe bij de volgende stap! Bekijk beschikbaarheid Inchecken Vanaf 15:00 Gasten dienen bij het inchecken een identiteitsbewijs met foto en creditcard te tonen Laat de accommodatie van tevoren weten hoe laat je arriveert. Uitchecken Tot 11:00 Annuleren / vooruitbetalen Annulerings- en vooruitbetalingsvoorwaarden verschillen per accommodatietype. Vul de data van je verblijf in en controleer de voorwaarden van je gekozen optie. Kinderen en bedden Voorwaarden voor kinderen Kinderen van alle leeftijden zijn welkom. Voor kinderen van 18 jaar en ouder worden bij deze accommodatie dezelfde kosten als volwassenen gerekend. Voeg het aantal kinderen in je groep en hun leeftijden toe aan je zoekopdracht om de juiste prijzen en informatie over de bezetting te zien. Voorwaarden voor kinderbedjes en extra bedden 0 - 2 jaar Extra bed op verzoek Gratis Kinderbedje op verzoek Gratis 3+ jaar Extra bed op verzoek Gratis Het aantal toegestane extra bedden en kinderbedjes hangt af van de optie die je kiest. Controleer de optie die je geselecteerd hebt voor meer informatie. Alle kinderbedjes en extra bedden zijn afhankelijk van beschikbaarheid. Geen leeftijdsrestrictie Er is geen minimumleeftijd om in te checken Huisdieren Huisdieren zijn niet toegestaan. Geaccepteerde betaalwijzen Contant","2026-03-20 23:33:05.059851+00"
"40","41a394d8-6680-4766-b45e-b661a874d9e1","a1da6af5-6d39-481c-98ab-b162305f9118","nl","Huisregels","The Island Garden Hotel accepteert speciale verzoeken, voeg ze toe bij de volgende stap! Bekijk beschikbaarheid Inchecken Van 15:00 tot 18:00 Uitchecken Van 08:00 tot 11:00 Annuleren / vooruitbetalen Annulerings- en vooruitbetalingsvoorwaarden verschillen per accommodatietype. Vul de data van je verblijf in en controleer de voorwaarden van je gekozen optie. Terugbetaalbare borg Een borg van US$25 is verplicht. Dat is ongeveer SEK 233. Deze wordt contant geïnd. Je wordt terugbetaald bij het uitchecken. Je borg wordt volledig contant terugbetaald, na controle op eventuele schade aan de accommodatie. Kinderen en bedden Voorwaarden voor kinderen Kinderen van alle leeftijden zijn welkom. Voeg het aantal kinderen in je groep en hun leeftijden toe aan je zoekopdracht om de juiste prijzen en informatie over de bezetting te zien. Voorwaarden voor kinderbedjes en extra bedden Kinderbedjes en extra bedden zijn niet beschikbaar bij deze accommodatie. Geen leeftijdsrestrictie Er is geen minimumleeftijd om in te checken Huisdieren Huisdieren zijn niet toegestaan. Geaccepteerde betaalwijzen Contant Feesten Feesten/bijeenkomsten zijn niet toegestaan","2026-03-20 23:34:39.714503+00"
