"id","hotel_id","url_id","language","popular_service","created_at"
"186","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","Colazione","2026-03-23 02:51:31.049503+00"
"187","6863239e-f60f-4a91-a9f0-4f3bdf588960","1a54b67d-01db-4e6c-88fb-208392d58712","it","Piscina scoperta","2026-03-23 02:53:02.213179+00"
"188","6863239e-f60f-4a91-a9f0-4f3bdf588960","1a54b67d-01db-4e6c-88fb-208392d58712","it","Connessione WiFi gratuita","2026-03-23 02:53:02.213183+00"
"189","6863239e-f60f-4a91-a9f0-4f3bdf588960","1a54b67d-01db-4e6c-88fb-208392d58712","it","Disponibilità di camere familiari","2026-03-23 02:53:02.213184+00"
"190","6863239e-f60f-4a91-a9f0-4f3bdf588960","1a54b67d-01db-4e6c-88fb-208392d58712","it","Parcheggio gratuito","2026-03-23 02:53:02.213185+00"
"191","6863239e-f60f-4a91-a9f0-4f3bdf588960","1a54b67d-01db-4e6c-88fb-208392d58712","it","Camere non fumatori","2026-03-23 02:53:02.213186+00"
"192","6863239e-f60f-4a91-a9f0-4f3bdf588960","1a54b67d-01db-4e6c-88fb-208392d58712","it","Vedi tutti e 20 i servizi","2026-03-23 02:53:02.213186+00"
"193","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Piscina al aire libre","2026-03-23 02:54:19.084072+00"
"194","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","WiFi gratis","2026-03-23 02:54:19.084077+00"
"195","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Situado frente a la playa","2026-03-23 02:54:19.084078+00"
"196","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Traslado aeropuerto","2026-03-23 02:54:19.084079+00"
"197","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Habitaciones sin humo","2026-03-23 02:54:19.084079+00"
"198","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Parking gratis","2026-03-23 02:54:19.08408+00"
"199","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Habitaciones familiares","2026-03-23 02:54:19.084081+00"
"200","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Tetera/cafetera en todas las habitaciones","2026-03-23 02:54:19.084081+00"
"201","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Bar","2026-03-23 02:54:19.084082+00"
"202","43e52e4c-866c-48ba-b552-092cda24608a","40cc1aa4-9785-4ec8-94e3-9d4b07107567","es","Desayuno","2026-03-23 02:54:19.084083+00"
"203","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","Piscina al aire libre","2026-03-23 02:55:36.549914+00"
"204","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","WiFi gratis","2026-03-23 02:55:36.549917+00"
"205","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","Traslado aeropuerto (gratis)","2026-03-23 02:55:36.549918+00"
"206","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","Habitaciones familiares","2026-03-23 02:55:36.549919+00"
"207","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","5 restaurantes","2026-03-23 02:55:36.549919+00"
"208","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","Spa y centro de bienestar","2026-03-23 02:55:36.54992+00"
"209","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","Parking gratis","2026-03-23 02:55:36.54992+00"
"210","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","Tetera/cafetera en todas las habitaciones","2026-03-23 02:55:36.549921+00"
"211","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","Bar","2026-03-23 02:55:36.549921+00"
"212","9fde18f6-9f20-4b91-b8a2-2b8ab4f177f3","738af1b4-cc53-4b9c-b66a-6dd80b0168d2","es","Desayuno","2026-03-23 02:55:36.549922+00"
"213","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Outdoor swimming pool","2026-03-23 02:58:30.420913+00"
"214","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Free WiFi","2026-03-23 02:58:30.420916+00"
"215","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Beachfront","2026-03-23 02:58:30.420917+00"
"216","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Airport shuttle","2026-03-23 02:58:30.420918+00"
"217","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Non-smoking rooms","2026-03-23 02:58:30.420919+00"
"218","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Free parking","2026-03-23 02:58:30.42092+00"
"219","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Family rooms","2026-03-23 02:58:30.420921+00"
"220","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Tea/coffee maker in all rooms","2026-03-23 02:58:30.420922+00"
"221","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Bar","2026-03-23 02:58:30.420923+00"
"222","1892bd25-91b3-4695-acd8-3d7165fca0b2","40cc1aa4-9785-4ec8-94e3-9d4b07107567","en","Breakfast","2026-03-23 02:58:30.420924+00"
"223","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","Außenpool","2026-03-23 03:04:40.849608+00"
"224","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","WLAN inklusive","2026-03-23 03:04:40.849612+00"
"225","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","am Strand","2026-03-23 03:04:40.849613+00"
"226","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","Flughafenshuttle","2026-03-23 03:04:40.849614+00"
"227","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","Nichtraucherzimmer","2026-03-23 03:04:40.849615+00"
"228","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","Parkplatz inbegriffen","2026-03-23 03:04:40.849616+00"
"229","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","Familienzimmer","2026-03-23 03:04:40.849618+00"
"230","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","Kaffee- und Teezubehör in allen Zimmern","2026-03-23 03:04:40.849619+00"
"231","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","Bar","2026-03-23 03:04:40.84962+00"
"232","267ec270-1aee-41c5-94b0-5d2548d46a2c","40cc1aa4-9785-4ec8-94e3-9d4b07107567","de","Frühstück","2026-03-23 03:04:40.849621+00"
"233","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Piscina scoperta","2026-03-23 03:10:53.635959+00"
"234","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Connessione WiFi gratuita","2026-03-23 03:10:53.635965+00"
"235","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Fronte spiaggia","2026-03-23 03:10:53.635967+00"
"236","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Navetta aeroportuale","2026-03-23 03:10:53.635968+00"
"237","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Camere non fumatori","2026-03-23 03:10:53.635969+00"
"238","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Parcheggio gratuito","2026-03-23 03:10:53.635971+00"
"239","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Disponibilità di camere familiari","2026-03-23 03:10:53.635972+00"
"240","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","bollitore tè / macchina caffè in tutte le camere","2026-03-23 03:10:53.635973+00"
"241","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Bar","2026-03-23 03:10:53.635975+00"
"242","c2c8f6dc-d355-4d3b-896e-bf3059f7e65f","40cc1aa4-9785-4ec8-94e3-9d4b07107567","it","Colazione","2026-03-23 03:10:53.635976+00"
"243","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Piscina al aire libre","2026-03-23 03:17:10.964281+00"
"244","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","WiFi gratis","2026-03-23 03:17:10.964286+00"
"245","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Traslado aeropuerto","2026-03-23 03:17:10.964287+00"
"246","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Spa y centro de bienestar","2026-03-23 03:17:10.964288+00"
"247","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Habitaciones familiares","2026-03-23 03:17:10.964289+00"
"248","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Parking gratis","2026-03-23 03:17:10.96429+00"
"249","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Restaurante","2026-03-23 03:17:10.964291+00"
"250","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Gimnasio","2026-03-23 03:17:10.964292+00"
"251","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Bar","2026-03-23 03:17:10.964292+00"
"252","98d53a28-45fa-4fb5-bd98-c2cdcff80863","b134f561-ad2c-40b6-b858-9b9ad18f13e2","es","Desayuno","2026-03-23 03:17:10.964293+00"
"253","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Outdoor swimming pool","2026-03-23 03:25:06.782311+00"
"254","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Free WiFi","2026-03-23 03:25:06.782315+00"
"255","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Airport shuttle","2026-03-23 03:25:06.782315+00"
"256","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Spa and wellness centre","2026-03-23 03:25:06.782316+00"
"257","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Family rooms","2026-03-23 03:25:06.782317+00"
"258","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Free parking","2026-03-23 03:25:06.782317+00"
"259","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Restaurant","2026-03-23 03:25:06.782318+00"
"260","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Fitness centre","2026-03-23 03:25:06.782318+00"
"261","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Bar","2026-03-23 03:25:06.782319+00"
"262","9c0f9103-6e28-4989-ac4a-c3f07c8b234d","b134f561-ad2c-40b6-b858-9b9ad18f13e2","en","Breakfast","2026-03-23 03:25:06.78232+00"
"263","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Außenpool","2026-03-23 03:31:30.02613+00"
"264","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","WLAN inklusive","2026-03-23 03:31:30.026135+00"
"265","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Flughafenshuttle","2026-03-23 03:31:30.026137+00"
"266","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Spa & Wellnesscenter","2026-03-23 03:31:30.026138+00"
"267","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Familienzimmer","2026-03-23 03:31:30.026139+00"
"268","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Parkplatz inbegriffen","2026-03-23 03:31:30.02614+00"
"269","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Restaurant","2026-03-23 03:31:30.026141+00"
"270","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Fitnesscenter","2026-03-23 03:31:30.026142+00"
"271","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Bar","2026-03-23 03:31:30.026143+00"
"272","f155789a-338f-4a38-b96b-a8159651b3f5","b134f561-ad2c-40b6-b858-9b9ad18f13e2","de","Sehr gutes Frühstück","2026-03-23 03:31:30.026145+00"
"273","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Piscina scoperta","2026-03-23 03:37:42.563739+00"
"274","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Connessione WiFi gratuita","2026-03-23 03:37:42.563744+00"
"275","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Navetta aeroportuale","2026-03-23 03:37:42.563744+00"
"276","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Spa & centro benessere","2026-03-23 03:37:42.563745+00"
"277","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Disponibilità di camere familiari","2026-03-23 03:37:42.563746+00"
"278","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Parcheggio gratuito","2026-03-23 03:37:42.563746+00"
"279","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Ristorante","2026-03-23 03:37:42.563747+00"
"280","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Palestra","2026-03-23 03:37:42.563747+00"
"281","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Bar","2026-03-23 03:37:42.563748+00"
"282","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Colazione ottima","2026-03-23 03:37:42.563748+00"
"283","fde270d6-c5fb-4bb0-b09b-35a7de7da301","b134f561-ad2c-40b6-b858-9b9ad18f13e2","it","Vedi tutti e 82 i servizi","2026-03-23 03:37:42.563749+00"
"284","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Piscina interior","2026-03-23 03:39:02.827124+00"
"285","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Parking privado","2026-03-23 03:39:02.827128+00"
"286","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","WiFi gratis","2026-03-23 03:39:02.827128+00"
"287","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Habitaciones familiares","2026-03-23 03:39:02.827129+00"
"288","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Traslado aeropuerto","2026-03-23 03:39:02.82713+00"
"289","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Servicio de habitaciones","2026-03-23 03:39:02.82713+00"
"290","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Habitaciones sin humo","2026-03-23 03:39:02.827131+00"
"291","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Recepción 24 horas","2026-03-23 03:39:02.827131+00"
"292","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Servicio de limpieza diario","2026-03-23 03:39:02.827132+00"
"293","c5e3bfae-5f5c-4a63-919e-7f51fa6f21cf","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","es","Desayuno","2026-03-23 03:39:02.827133+00"
"294","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Piscina al aire libre","2026-03-23 03:40:41.540526+00"
"295","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","WiFi gratis","2026-03-23 03:40:41.540529+00"
"296","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Restaurante","2026-03-23 03:40:41.54053+00"
"297","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Habitaciones sin humo","2026-03-23 03:40:41.54053+00"
"298","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Servicio de habitaciones","2026-03-23 03:40:41.540531+00"
"299","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Recepción 24 horas","2026-03-23 03:40:41.540531+00"
"300","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Adaptado personas de movilidad reducida","2026-03-23 03:40:41.540532+00"
"301","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Terraza","2026-03-23 03:40:41.540532+00"
"302","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Bar","2026-03-23 03:40:41.540533+00"
"303","50187b26-21a8-4028-81ef-d6090c3d1af8","3016cdeb-d26c-480f-8190-94db410648a6","es","Buen desayuno","2026-03-23 03:40:41.540533+00"
"304","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Indoor swimming pool","2026-03-23 03:43:33.00272+00"
"305","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Private parking","2026-03-23 03:43:33.002725+00"
"306","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Free WiFi","2026-03-23 03:43:33.002726+00"
"307","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Family rooms","2026-03-23 03:43:33.002727+00"
"308","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Airport shuttle","2026-03-23 03:43:33.002728+00"
"309","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Room service","2026-03-23 03:43:33.002729+00"
"310","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Non-smoking rooms","2026-03-23 03:43:33.00273+00"
"311","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","24-hour front desk","2026-03-23 03:43:33.002731+00"
"312","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Daily housekeeping","2026-03-23 03:43:33.002733+00"
"313","deeb5cb1-5d3e-4911-8adc-5ae2abc7afe6","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","en","Superb breakfast","2026-03-23 03:43:33.002734+00"
"314","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Outdoor swimming pool","2026-03-23 03:46:25.258727+00"
"315","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Free WiFi","2026-03-23 03:46:25.25873+00"
"316","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Restaurant","2026-03-23 03:46:25.258731+00"
"317","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Non-smoking rooms","2026-03-23 03:46:25.258731+00"
"318","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Room service","2026-03-23 03:46:25.258732+00"
"319","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","24-hour front desk","2026-03-23 03:46:25.258732+00"
"320","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Facilities for disabled guests","2026-03-23 03:46:25.258733+00"
"321","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Terrace","2026-03-23 03:46:25.258733+00"
"322","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Bar","2026-03-23 03:46:25.258734+00"
"323","5722a8c8-d6ac-4a23-923b-5772266693ad","3016cdeb-d26c-480f-8190-94db410648a6","en","Breakfast","2026-03-23 03:46:25.258734+00"
"324","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","Innenpool","2026-03-23 03:47:42.42691+00"
"325","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","Privatparkplatz","2026-03-23 03:47:42.426913+00"
"326","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","WLAN inklusive","2026-03-23 03:47:42.426914+00"
"327","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","Familienzimmer","2026-03-23 03:47:42.426915+00"
"328","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","Flughafenshuttle","2026-03-23 03:47:42.426915+00"
"329","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","Zimmerservice","2026-03-23 03:47:42.426916+00"
"330","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","Nichtraucherzimmer","2026-03-23 03:47:42.426917+00"
"331","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","24-Stunden-Rezeption","2026-03-23 03:47:42.426917+00"
"332","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","Tägliche Reinigung","2026-03-23 03:47:42.426918+00"
"333","3a7300f3-c74e-4a9b-afeb-ff695b56c03b","78b1b319-2fbf-4d1e-a4b3-81aa324836d8","de","Hervorragendes Frühstück","2026-03-23 03:47:42.426919+00"
"334","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","Außenpool","2026-03-23 03:49:03.712608+00"
"335","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","WLAN inklusive","2026-03-23 03:49:03.712611+00"
"336","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","Restaurant","2026-03-23 03:49:03.712612+00"
"337","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","Nichtraucherzimmer","2026-03-23 03:49:03.712613+00"
"338","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","Zimmerservice","2026-03-23 03:49:03.712613+00"
"339","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","24-Stunden-Rezeption","2026-03-23 03:49:03.712614+00"
"340","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","Einrichtungen für behinderte Gäste","2026-03-23 03:49:03.712614+00"
"341","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","Terrasse","2026-03-23 03:49:03.712615+00"
"342","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","Bar","2026-03-23 03:49:03.712616+00"
"343","60e3bde4-7d23-4842-a992-13cef7a790e4","3016cdeb-d26c-480f-8190-94db410648a6","de","Frühstück","2026-03-23 03:49:03.712616+00"
