"id","hotel_id","url_id","language","popular_service","created_at"
"160","b243f790-9c5a-45f1-a17c-947d21e7a8f7","1a54b67d-01db-4e6c-88fb-208392d58712","en","Non-smoking rooms","2026-03-23 02:47:35.733081+00"
"161","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","2 Pools","2026-03-23 02:48:53.829567+00"
"162","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","am Strand","2026-03-23 02:48:53.829571+00"
"163","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","WLAN inklusive","2026-03-23 02:48:53.829571+00"
"164","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","Familienzimmer","2026-03-23 02:48:53.829572+00"
"165","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","Nichtraucherzimmer","2026-03-23 02:48:53.829573+00"
"166","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","Spa & Wellnesscenter","2026-03-23 02:48:53.829573+00"
"167","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","Kaffee- und Teezubehör in allen Zimmern","2026-03-23 02:48:53.829574+00"
"168","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","Bar","2026-03-23 02:48:53.829574+00"
"169","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","Privater Strand","2026-03-23 02:48:53.829575+00"
"170","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","Frühstück","2026-03-23 02:48:53.829576+00"
"171","98738cee-4f89-449f-b455-47b809ea2e88","e577917d-6ee3-4c33-a6dc-2b4d5662f142","de","113 Einrichtungen anzeigen","2026-03-23 02:48:53.829576+00"
"172","496b0a5c-8883-41f9-9692-db73af1ef113","1a54b67d-01db-4e6c-88fb-208392d58712","de","Außenpool","2026-03-23 02:50:11.626002+00"
"173","496b0a5c-8883-41f9-9692-db73af1ef113","1a54b67d-01db-4e6c-88fb-208392d58712","de","WLAN inklusive","2026-03-23 02:50:11.626005+00"
"174","496b0a5c-8883-41f9-9692-db73af1ef113","1a54b67d-01db-4e6c-88fb-208392d58712","de","Familienzimmer","2026-03-23 02:50:11.626006+00"
"175","496b0a5c-8883-41f9-9692-db73af1ef113","1a54b67d-01db-4e6c-88fb-208392d58712","de","Parkplatz inbegriffen","2026-03-23 02:50:11.626006+00"
"176","496b0a5c-8883-41f9-9692-db73af1ef113","1a54b67d-01db-4e6c-88fb-208392d58712","de","Nichtraucherzimmer","2026-03-23 02:50:11.626007+00"
"177","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","2 piscine","2026-03-23 02:51:31.049485+00"
"178","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","Fronte spiaggia","2026-03-23 02:51:31.049492+00"
"179","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","Connessione WiFi gratuita","2026-03-23 02:51:31.049494+00"
"180","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","Disponibilità di camere familiari","2026-03-23 02:51:31.049495+00"
"181","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","Camere non fumatori","2026-03-23 02:51:31.049496+00"
"182","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","Spa & centro benessere","2026-03-23 02:51:31.049497+00"
"183","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","bollitore tè / macchina caffè in tutte le camere","2026-03-23 02:51:31.049499+00"
"184","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","Bar","2026-03-23 02:51:31.0495+00"
"185","0c60b055-b828-4814-bf1f-cdb9638eac42","e577917d-6ee3-4c33-a6dc-2b4d5662f142","it","Spiaggia privata","2026-03-23 02:51:31.049501+00"
