external_ref,url_id,hotel_id,length_description,img_highres_count,count_service_category,count_service,hotel_review_score,hotel_review_count,base_url,book_lenght,book_imagenes,book_count_service_category,book_count_service,book_review_score,book_review_count,book_quality,book_destino_Turistico,book_destino_General
77373,34a82cf2-54c4-4b8b-9fa6-ae107fb64154,8b28120e-c2a6-495b-b70a-cc8a99d90410,831,45,9,52,8.4,240,https://www.booking.com/hotel/at/lachtalhaus.html,841,61,4,13,8.4,240,3,Lachtal,Austria
77374,db346a16-db5a-44e8-8a24-ae1387bd81ff,72c2f13d-ef5b-4a89-903e-fe4e6f669169,783,45,9,49,8.9,164,https://www.booking.com/hotel/at/alpengasthof-tanzstatt.html,793,88,4,13,8.9,165,3,Lachtal,Austria
77393,b886814e-0457-488d-87ef-6e95e2270ce1,cc5dbf34-9aee-435b-b4ad-6555e07b756c,833,21,5,6,8.2,809,https://www.booking.com/hotel/at/gasthof-niggas-kranerwirt.html,843,21,4,12,8.3,818,3,Lannach,Austria
77399,a7f3cd83-7c38-4204-8c65-9e88c5fe8e3a,69eca9d1-5fe2-4579-962a-fb29165158fc,854,45,12,116,9.3,61,https://www.booking.com/hotel/at/dolomitengolf-suites-lavant.html,864,70,4,13,9.3,63,5,Lavant,Austria
77413,8cf03509-2491-4e5d-bcaf-e3c501f8d9e5,5782688a-49e8-4939-b5bb-5bae0796262c,770,45,12,126,9.2,15,https://www.booking.com/hotel/at/sonnenburg.html,770,46,4,13,9.2,16,5,Lech am Arlberg,Austria
77414,b9dbc66b-dc6e-4e88-a8bf-667a41094588,34dd8f45-1700-4f30-9d7d-8d09f89882c7,1099,45,13,114,9.6,51,https://www.booking.com/hotel/at/arlberg.html,1099,89,4,14,9.5,51,5,Lech am Arlberg,Austria
77415,a6fffdec-e06c-4296-b716-490350cfe70c,1aff3175-1930-4fe5-99f0-62f186d6ed9c,1057,45,12,151,9.7,24,https://www.booking.com/hotel/at/gasthof-post.html,1057,98,4,13,9.7,25,5,Lech am Arlberg,Austria
77416,30b5bac7-5933-4fd8-bbbb-3cdf5e808cf5,2ae8cda6-2590-431b-8f18-191ed725798b,961,45,11,125,9.3,26,https://www.booking.com/hotel/at/burg-vital-resort.html,961,160,4,13,9.3,26,5,Lech am Arlberg,Austria
77417,d144b20e-d024-4525-844b-e3760563ae7b,0c7d40ee-6a79-4ad7-85ba-6c9e8cb890ff,1237,45,11,99,9,2,https://www.booking.com/hotel/at/blumen-haus-lech.html,1237,52,4,13,9.0,2,5,Lech am Arlberg,Austria
77443,1a54d1fb-c023-49f2-86aa-96fcd951804c,5d6fd0ce-8717-4269-b49c-18631d7a9f63,935,45,12,151,9.2,213,https://www.booking.com/hotel/at/der-krallerhof.html,945,87,4,13,9.2,211,5,Leogang,Austria
77460,3612d529-fb4b-41c2-b05a-3e33772a5e77,31e7bd0b-7ae6-4395-9f82-cc0656a54739,531,45,12,44,8.6,1017,https://www.booking.com/hotel/at/cafe-bar-highway.html,522,53,4,10,8.6,1024,0,Lieboch,Austria
77464,2a5f4f34-3a05-4b38-b1fd-466d41cad46a,f525d53f-f0c3-45be-bb2b-8c1053bf922b,1004,45,13,156,9.2,871,https://www.booking.com/hotel/at/grand-lienz.html,1004,148,4,13,9.2,879,5,Lienz,Austria
77490,6c25cdd1-2bbf-45a4-bc80-d28e0918295f,727b62d2-3a3d-450e-be1f-daad8f4f698a,903,19,10,45,9,12,https://www.booking.com/hotel/at/seehof-loibichl-am-mondsee.html,903,19,4,13,9.0,12,5,Loibichl,Austria
77529,deea6188-9d58-4a00-b46d-ad62350c3bae,f6e11f62-3452-4564-8482-bf2ec55e66b4,974,45,12,78,7.9,303,https://www.booking.com/hotel/at/jufa-maria-lankowitz.html,974,69,4,12,7.8,300,3,Maria Lankowitz,Austria
77541,2e09de28-e7a5-4602-8291-225615ae2c66,e7ba03a1-6c7e-4f3f-a640-672bdbc749c9,455,40,12,77,8.2,899,https://www.booking.com/hotel/at/jufa-sigmundsberg.html,455,40,4,12,8.1,890,3,Mariazell,Austria
77542,1fbb6ac0-ab8d-4476-a2ca-23442c06c9dd,fc114384-dcf8-4a88-b5b1-e97f888d7aa2,815,45,10,45,9.3,423,https://www.booking.com/hotel/at/zum-heiligen-geist.html,815,134,4,10,9.2,423,0,Mariazell,Austria
77544,11f0488f-50a1-470e-9134-3a2a9765d8ee,7f5f226f-3940-409a-b98f-ed1726920c29,981,45,13,80,8.7,211,https://www.booking.com/hotel/at/drei-hasen.html,994,57,4,12,8.7,213,3,Mariazell,Austria
77569,6b18bae9-2e2e-4e48-89f8-6cc353ff4e3f,c72ceafb-5179-41f6-a2cb-47e268ad0a3b,967,45,13,133,10,1,https://www.booking.com/hotel/at/cocoon.html,977,69,4,11,10,1 review,5,Maurach,Austria
77717,5ae89470-e3ab-4478-a049-5720913658c2,6202ab41-593b-4d9c-a3a8-59c455dda9fb,1282,45,10,104,9.1,222,https://www.booking.com/hotel/at/spa-jagdhof.html,1282,132,4,13,9.1,226,5,Neustift im Stubaital,Austria
77736,f62dadce-edd5-4979-8e80-724f3ca81f4b,d98c2ba1-c974-4f90-a953-24cceb425008,558,45,12,90,8.7,109,https://www.booking.com/hotel/at/bruecklwirt.html,558,73,22,97,8.6,108,4,Niklasdorf,Austria
77774,594084b7-1ffc-44b5-95e3-aa0673198b86,4c653f82-e1d2-42f5-861b-66adf64f308f,785,45,13,121,9.2,93,https://www.booking.com/hotel/at/sporthotel-cinderella.html,785,110,4,13,9.2,95,5,Obertauern,Austria
77775,cbefc684-20cf-447a-bc02-638f850e0643,4eb842da-d5e3-441f-ba63-0c3d2693cd37,627,45,11,151,9.4,66,https://www.booking.com/hotel/at/das-seekarhaus.html,627,147,4,14,9.4,69,5,Obertauern,Austria
77788,d74d56d0-954a-488f-8021-50cff34fdba6,72b6bd4f-c697-4e8e-90cb-c89cf2528154,834,26,8,32,8,82,https://www.booking.com/hotel/at/gesundheits-amp-wellness-resort-oberzeiring.html,844,26,4,13,8.0,80,0,Oberzeiring,Austria
77803,162f605d-9070-4655-8f12-04921733f3b4,d7de0c39-e11e-4883-bacd-9d95d64f77c8,672,30,13,89,8,171,https://www.booking.com/hotel/at/jufa-pollau.html,864,30,4,12,8.0,178,3,Pollau,Austria
77853,7e41357f-c9fa-40be-810d-93f56a80fd61,feb7f6b1-a30c-4158-b443-df92677425f2,845,29,13,76,8.4,182,https://www.booking.com/hotel/at/jufa-planneralm.html,855,29,4,13,8.3,185,3,Planneralm,Austria
77890,55c55904-3dbf-4f3a-b3c4-922871be62b0,6c39b262-4905-47ea-b8dc-6d7cfe6ada92,943,30,10,72,7.3,979,https://www.booking.com/hotel/at/post-ramsau-am-dachstein.html,953,30,4,12,7.3,980,0,Ramsau am Dachstein,Austria
77892,4e7fd089-fc97-4b4a-a65f-ae576d848dbd,6e2ace99-3f16-48b7-91cf-bdc9d36b1010,579,45,12,84,9.3,370,https://www.booking.com/hotel/at/pehab-kirchenwirt.html,579,104,4,12,9.3,371,4,Ramsau am Dachstein,Austria
77897,0e707bc1-48e9-45f1-872e-a1c95b49ba66,dbaf0c24-a104-4312-bff2-d8ccf5f1bee6,708,45,12,153,9.4,177,https://www.booking.com/hotel/at/roesslhof.html,708,69,4,12,9.4,178,4,Ramsau am Dachstein,Austria
77978,2031ed9f-8103-4202-8954-630c83c77187,1b9a2ca9-7a64-4122-b3e3-c0408617dbc0,1411,45,13,136,9.1,203,https://www.booking.com/hotel/at/bergland-solden.html,1411,84,4,14,9.3,203,5,Solden,Austria
77989,9373a666-f5cd-4009-a93c-f220f7e56df8,4b6d12ad-9dd2-40d3-ba29-0935ca434ef7,818,45,13,126,9.3,64,https://www.booking.com/hotel/at/central-spa-solden.html,754,55,4,14,9.3,64,5,Solden,Austria
78023,45cf7deb-3e82-4d57-bdd4-24e8268905c0,b77a8377-d6a0-471f-b1d3-6f0be7f73328,875,38,11,82,9,3397,https://www.booking.com/hotel/at/hyperion-salzburg-salzburg.html,885,38,6,23,9.0,3409,5,Salzburg,Austria
78033,ca0e4d0f-d109-4730-98fe-b4444e304029,ed8cf7fc-3a7f-4666-a3b3-5440f23b4ea8,1126,45,11,101,8.9,505,https://www.booking.com/hotel/at/sheratonsalzburg.html,1126,163,6,23,8.8,513,5,Salzburg,Austria
78035,51b53d79-338a-4492-b1e5-f2b1cb1e7a6c,639f20bb-e59e-40dc-8d79-8198fe0e7f57,719,45,11,89,9.3,261,https://www.booking.com/hotel/at/rosewood-schloss-fuschl.html,726,84,6,24,9.3,250,5,Salzburg,Austria
78073,f2e75024-6d5d-4c3e-9229-0443d6d11155,ca693a2f-aff8-48fc-9c3b-bb6262af1a96,1283,45,12,98,9.8,15,https://www.booking.com/hotel/at/raffl-s-st-antoner-hof.html,1283,57,4,13,9.8,15,5,Sankt Anton am Arlberg,Austria
78074,44970774-b5ed-4995-9e67-65d2cf7833bf,,0,0,0,0,0,0,https://www.booking.com/hotel/at/tannenhof-superior.html,1202,59,4,14,0,0,5,Sankt Anton am Arlberg,Austria
78137,d840ffa1-2bee-4e73-9118-603b1048492f,b538926d-b94a-452a-b05a-66899b300af3,778,45,13,90,8.5,548,https://www.booking.com/hotel/at/lambrechterhof.html,788,66,4,13,8.5,539,4,Sankt Lambrecht,Austria
78155,654db025-5c26-4ff9-996d-4f854562dbe3,8b004827-ed65-444d-897d-7c3ffab91c47,845,25,10,47,8.7,217,https://www.booking.com/hotel/at/waldschlossl-gasthof.html,855,31,4,12,8.7,216,3,Sankt Lorenzen ob Murau,Austria
78309,2476ba1f-3004-414a-985a-83725758e5ba,47f4e914-e0cc-44c7-8926-9136b3c2a9f8,653,8,7,18,7,630,https://www.booking.com/hotel/at/vidimo-se.html,663,8,4,12,7.1,655,0,Selzthal,Austria
78465,35179572-d8a4-48b5-82f5-b955bce8088e,340cf255-d4bf-4f76-8207-99ccbdde69a8,592,22,13,37,8.9,809,https://www.booking.com/hotel/at/wild-amp-bolz-emotel.html,602,22,16,46,8.9,799,0,Trieben,Austria
