"id","url_id","url","language","hotel_name","hotel_id_booking","city","country","latitude","longitude","star_rating","review_score","review_count","main_image_url","short_description","rating_value","best_rating","street_address","address_locality","address_country","postal_code","amenities","room_types","policies","raw_data","scrape_duration_s","scrape_engine","created_at","updated_at","version_id"
"2fb747b1-ad9d-4b26-8071-ba541335e047","c30aa9f6-dee7-437b-8a18-0e1da132c619","https://www.booking.com/hotel/bs/the-island-garden.de.html?lang=de","de","The Island Garden Hotel","13147103","New Providence","Bahamas","25.074993050707572","-77.4175800397592","4","6.7",46,"https://cf.bstatic.com/xdata/images/hotel/max500/619228877.jpg?k=36d1c1264da2801aab84d4a197f28f048b748f1759111face80d430db6268184&o=&hp=1","Die Unterkunft The Island Garden Hotel, die in Nassau, in der Region New Providence gelegen ist, befindet sich 13 km von Wasserpark Aquaventure im Atlantis...","6.7","10","483 West Bay Street, N-7270 Nassau, Bahamas","483 West Bay Street","Bahamas","N-7270","[""Außenpool"", ""WLAN inklusive"", ""Familienzimmer"", ""Parkplatz inbegriffen"", ""Nichtraucherzimmer"", ""20 Einrichtungen anzeigen""]","[]","{}","{}","175.325","cloudscraper","2026-03-13 03:48:54.820948+00","2026-03-13 03:48:54.820951+00",1
"a00583f2-515a-46dd-a774-7828aa718dec","d4c6276e-faf0-42e2-b922-b80bf4bc475d","https://www.booking.com/hotel/bb/leroy.it.html?lang=it","it","Hôtel Le Roy","14104936",NULL,"Barbados","13.0667905598115","-59.5701081965491",NULL,"8.5",136,"https://cf.bstatic.com/xdata/images/hotel/max500/703190738.jpg?k=2fd8d569d3ea49a07b7b9e149aaabc8b5bd14e1f69e1f82001927c4c46a764f4&o=&hp=1","Posizione fronte oceano: l’Hôtel Le Roy di Oistins offre accesso diretto alla spiaggia con splendide viste sul mare.","8.5","10","Saint Lawrence Gap, Saint Lawrence, BB15020 Christ Church, Barbados","Saint Lawrence Gap","Barbados","BB15020","[""Piscina scoperta"", ""Connessione WiFi gratuita"", ""Fronte spiaggia"", ""Navetta aeroportuale"", ""Camere non fumatori"", ""Parcheggio gratuito"", ""Disponibilità di camere familiari"", ""bollitore tè / macchina caffè in tutte le camere"", ""Bar"", ""Colazione""]","[]","{}","{}","176.092","cloudscraper","2026-03-13 03:53:20.28276+00","2026-03-13 03:53:20.282763+00",1
"8a6d9b5b-22b2-4a2c-b205-abe12864b25d","c30aa9f6-dee7-437b-8a18-0e1da132c619","https://www.booking.com/hotel/bs/the-island-garden.nl.html?lang=nl","nl","The Island Garden Hotel","13147103","New Providence","Bahama's","25.074993050707572","-77.4175800397592","4","6.7",46,"https://cf.bstatic.com/xdata/images/hotel/max500/619228877.jpg?k=36d1c1264da2801aab84d4a197f28f048b748f1759111face80d430db6268184&o=&hp=1","The Island Garden Hotel ligt in Nassau, in de regio New Providence, op 13 km van waterpark Atlantis Aquaventure.","6.7","10","483 West Bay Street, N-7270 Nassau, Bahama's","483 West Bay Street","Bahama's","N-7270","[""Buitenzwembad"", ""Gratis WiFi"", ""Familiekamers"", ""Gratis parkeergelegenheid"", ""Rookvrije kamers""]","[]","{}","{}","178.62","cloudscraper","2026-03-13 03:57:48.933103+00","2026-03-13 03:57:48.933106+00",1
"47965899-25fe-4d30-9ab1-ba12113951e9","c30aa9f6-dee7-437b-8a18-0e1da132c619","https://www.booking.com/hotel/bs/the-island-garden.en-gb.html?lang=en-gb","en","The Island Garden Hotel","13147103","New Providence","Bahamas","25.074993050707572","-77.4175800397592","4","6.7",46,"https://cf.bstatic.com/xdata/images/hotel/max500/619228877.jpg?k=36d1c1264da2801aab84d4a197f28f048b748f1759111face80d430db6268184&o=&hp=1","Situated in Nassau, 300 metres from Cable Beach, The Island Garden Hotel features accommodation with free WiFi and free private parking.","6.7","10","483 West Bay Street, N-7270 Nassau, Bahamas","483 West Bay Street","Bahamas","N-7270","[""Outdoor swimming pool"", ""Free WiFi"", ""Family rooms"", ""Free parking"", ""Non-smoking rooms""]","[]","{}","{}","384.755","cloudscraper","2026-03-13 03:45:54.615025+00","2026-03-13 03:45:54.615029+00",1
"51803f67-faa3-409b-af29-98648a7d081f","d4c6276e-faf0-42e2-b922-b80bf4bc475d","https://www.booking.com/hotel/bb/leroy.de.html?lang=de","de","Hôtel Le Roy","14104936",NULL,"Barbados","13.0667905598115","-59.5701081965491",NULL,"8.5",136,"https://cf.bstatic.com/xdata/images/hotel/max500/703190738.jpg?k=2fd8d569d3ea49a07b7b9e149aaabc8b5bd14e1f69e1f82001927c4c46a764f4&o=&hp=1","Beachfront Location: Hôtel Le Roy in Oistins offers direct beachfront access with stunning sea views.","8.5","10","Saint Lawrence Gap, Saint Lawrence, BB15020 Christchurch, Barbados","Saint Lawrence Gap","Barbados","BB15020","[""Außenpool"", ""WLAN inklusive"", ""am Strand"", ""Flughafenshuttle"", ""Nichtraucherzimmer"", ""Parkplatz inbegriffen"", ""Familienzimmer"", ""Kaffee- und Teezubehör in allen Zimmern"", ""Bar"", ""Frühstück"", ""56 Einrichtungen anzeigen""]","[]","{}","{}","271.816","cloudscraper","2026-03-13 03:47:24.211235+00","2026-03-13 03:47:24.211239+00",1
"c87f23a1-884e-4f56-8d2b-0012c41208ce","c30aa9f6-dee7-437b-8a18-0e1da132c619","https://www.booking.com/hotel/bs/the-island-garden.fr.html?lang=fr","fr","The Island Garden Hotel","13147103","New Providence","Bahamas","25.074993050707572","-77.4175800397592","4","6.7",46,"https://cf.bstatic.com/xdata/images/hotel/max500/619228877.jpg?k=36d1c1264da2801aab84d4a197f28f048b748f1759111face80d430db6268184&o=&hp=1","L’établissement The Island Garden Hotel se trouve à Nassau, dans la région New Providence.","6.7","10","483 West Bay Street, N-7270 Nassau, Bahamas","483 West Bay Street","Bahamas","N-7270","[""Piscine extérieure"", ""Connexion Wi-Fi gratuite"", ""Chambres familiales"", ""Parking gratuit"", ""Chambres non-fumeurs"", ""Voir les 20 équipements""]","[]","{}","{}","176.899","cloudscraper","2026-03-13 03:51:51.883076+00","2026-03-13 03:51:51.88308+00",1
"68a14139-5c86-47f9-bbbd-e3929a768245","d4c6276e-faf0-42e2-b922-b80bf4bc475d","https://www.booking.com/hotel/bb/leroy.nl.html?lang=nl","nl","Hôtel Le Roy","14104936",NULL,"Barbados","13.0667905598115","-59.5701081965491",NULL,"8.5",136,"https://cf.bstatic.com/xdata/images/hotel/max500/703190738.jpg?k=2fd8d569d3ea49a07b7b9e149aaabc8b5bd14e1f69e1f82001927c4c46a764f4&o=&hp=1","Locatie aan zee: Hôtel Le Roy in Oistins biedt directe toegang tot het strand en een prachtig uitzicht op zee.","8.5","10","Saint Lawrence Gap, Saint Lawrence, BB15020 Christ Church, Barbados","Saint Lawrence Gap","Barbados","BB15020","[""Buitenzwembad"", ""Gratis WiFi"", ""Aan het strand"", ""Luchthavenshuttle"", ""Rookvrije kamers"", ""Gratis parkeergelegenheid"", ""Familiekamers"", ""Thee/koffiefaciliteiten in de kamer"", ""Bar"", ""Ontbijt""]","[]","{}","{}","179.068","cloudscraper","2026-03-13 03:56:19.714703+00","2026-03-13 03:56:19.714706+00",1
"290fed9a-e883-4332-afe2-298517d30853","d4c6276e-faf0-42e2-b922-b80bf4bc475d","https://www.booking.com/hotel/bb/leroy.fr.html?lang=fr","fr","Hôtel Le Roy","14104936",NULL,"Barbades","13.0667905598115","-59.5701081965491",NULL,"8.5",136,"https://cf.bstatic.com/xdata/images/hotel/max500/703190738.jpg?k=2fd8d569d3ea49a07b7b9e149aaabc8b5bd14e1f69e1f82001927c4c46a764f4&o=&hp=1","Beachfront Location: Hôtel Le Roy in Oistins offers direct beachfront access with stunning sea views.","8.5","10","Saint Lawrence Gap, Saint Lawrence, BB15020 Christ Church, Barbades","Saint Lawrence Gap","Barbades","BB15020","[""Piscine extérieure"", ""Connexion Wi-Fi gratuite"", ""En bord de plage"", ""Navette aéroport"", ""Chambres non-fumeurs"", ""Parking gratuit"", ""Chambres familiales"", ""Plateau/bouilloire dans tous les hébergements"", ""Bar"", ""Petit-déjeuner"", ""Voir les 56 équipements""]","[]","{}","{}","179.399","cloudscraper","2026-03-13 03:50:23.886282+00","2026-03-13 03:50:23.886285+00",1
"6e233915-672c-47e8-9095-66a059365f73","c30aa9f6-dee7-437b-8a18-0e1da132c619","https://www.booking.com/hotel/bs/the-island-garden.it.html?lang=it","it","The Island Garden Hotel","13147103","New Providence","Bahamas","25.074993050707572","-77.4175800397592","4","6.7",46,"https://cf.bstatic.com/xdata/images/hotel/max500/619228877.jpg?k=36d1c1264da2801aab84d4a197f28f048b748f1759111face80d430db6268184&o=&hp=1","Situato a Nassau (New Providence), The Island Garden Hotel è posizionato a 13 km da Parco acquatico Aquaventure presso l'Atlantis Paradise Island.","6.7","10","483 West Bay Street, N-7270 Nassau, Bahamas","483 West Bay Street","Bahamas","N-7270","[""Piscina scoperta"", ""Connessione WiFi gratuita"", ""Disponibilità di camere familiari"", ""Parcheggio gratuito"", ""Camere non fumatori"", ""Vedi tutti e 20 i servizi""]","[]","{}","{}","178.011","cloudscraper","2026-03-13 03:54:50.070999+00","2026-03-13 03:54:50.071003+00",1
"2a1a4bc0-ba0d-41bc-bda2-d4525d3ff6cd","d4c6276e-faf0-42e2-b922-b80bf4bc475d","https://www.booking.com/hotel/bb/leroy.pt-pt.html?lang=pt-pt","pt","Hôtel Le Roy","14104936",NULL,"Barbados","13.0667905598115","-59.5701081965491",NULL,"8.5",136,"https://cf.bstatic.com/xdata/images/hotel/max500/703190738.jpg?k=2fd8d569d3ea49a07b7b9e149aaabc8b5bd14e1f69e1f82001927c4c46a764f4&o=&hp=1","Beachfront Location: Hôtel Le Roy in Oistins offers direct beachfront access with stunning sea views.","8.5","10","Saint Lawrence Gap, Saint Lawrence, BB15020 Christ Church, Barbados","Saint Lawrence Gap","Barbados","BB15020","[""Piscina exterior"", ""Acesso Wi-Fi gratuito"", ""Frente à praia"", ""Transfer (aeroporto)"", ""Quartos para não fumadores"", ""Estacionamento gratuito"", ""Quartos familiares"", ""Comodidades para fazer chá e café em todos os quartos"", ""Bar"", ""Pequeno-almoço""]","[]","{}","{}","178.835","cloudscraper","2026-03-13 03:59:18.811662+00","2026-03-13 03:59:18.811666+00",1
"939b436e-ada3-4469-b814-e273681c1763","c30aa9f6-dee7-437b-8a18-0e1da132c619","https://www.booking.com/hotel/bs/the-island-garden.pt-pt.html?lang=pt-pt","pt","The Island Garden Hotel","13147103","New Providence","Bahamas","25.074993050707572","-77.4175800397592","4","6.7",46,"https://cf.bstatic.com/xdata/images/hotel/max500/619228877.jpg?k=36d1c1264da2801aab84d4a197f28f048b748f1759111face80d430db6268184&o=&hp=1","Em Nassau, na área de New Providence, The Island Garden Hotel localiza-se a 13 km de Parque Aquático Atlantis Aquaventure.","6.7","10","483 West Bay Street, N-7270 Nassau, Bahamas","483 West Bay Street","Bahamas","N-7270","[""Piscina exterior"", ""Acesso Wi-Fi gratuito"", ""Quartos familiares"", ""Estacionamento gratuito"", ""Quartos para não fumadores"", ""Ver as 20 comodidades""]","[]","{}","{}","180.127","cloudscraper","2026-03-13 04:00:49.373602+00","2026-03-13 04:00:49.373606+00",1
"496d864c-dcf5-4241-9dd9-b397335cf864","7d43ff9c-8ada-4320-87c4-76afef77c762","https://www.booking.com/hotel/vc/the-pink-sands-club.es.html?lang=es","es","Mandarin Oriental, Canouan","2172371",NULL,"San Vicente y las Granadinas","12.7133414577793","-61.3215723029861",NULL,"7.1",6,"https://cf.bstatic.com/xdata/images/hotel/max500/572537108.jpg?k=70e8a21a8b0fcf58efcd79166ab543c51d6d04d8b55c86382367b5d31d2528fd&o=&hp=1","Mandarin Oriental, Canouan tiene bicicletas gratis, piscina al aire libre, centro de fitness y jardín en Canouan.","7.1","10","Carenage Bay, VC0450 Canouan, San Vicente y las Granadinas","Carenage Bay","San Vicente y las Granadinas","VC0450","[""Piscina al aire libre"", ""Traslado aeropuerto (gratis)"", ""Habitaciones sin humo"", ""Spa y centro de bienestar"", ""Gimnasio"", ""Situado frente a la playa"", ""Parking gratis"", ""Bar"", ""Zona privada de playa"", ""Desayuno""]","[]","{}","{}","179.432","cloudscraper","2026-03-13 04:26:56.327365+00","2026-03-13 04:26:56.327368+00",1
"2a140044-16c6-481c-91da-bac35803d6cb","7d43ff9c-8ada-4320-87c4-76afef77c762","https://www.booking.com/hotel/vc/the-pink-sands-club.en-gb.html?lang=en-gb","en","Mandarin Oriental, Canouan","2172371",NULL,"St Vincent & Grenadines","12.7133414577793","-61.3215723029861",NULL,"7.1",6,"https://cf.bstatic.com/xdata/images/hotel/max500/572537108.jpg?k=70e8a21a8b0fcf58efcd79166ab543c51d6d04d8b55c86382367b5d31d2528fd&o=&hp=1","Mandarin Oriental, Canouan has free bikes, outdoor swimming pool, a fitness centre and garden in Canouan.","7.1","10","Carenage Bay, VC0450 Canouan, Saint Vincent & Grenadines","Carenage Bay","St Vincent & Grenadines","VC0450","[""Outdoor swimming pool"", ""Airport shuttle (free)"", ""Non-smoking rooms"", ""Spa and wellness centre"", ""Fitness centre"", ""Beachfront"", ""Free parking"", ""Bar"", ""Private beach area"", ""Breakfast"", ""See all 101 facilities""]","[]","{}","{}","281.97","cloudscraper","2026-03-13 04:31:38.592973+00","2026-03-13 04:31:38.592976+00",1
"47bd5803-490c-42b8-ac11-d8d9a7a9ff64","7d43ff9c-8ada-4320-87c4-76afef77c762","https://www.booking.com/hotel/vc/the-pink-sands-club.de.html?lang=de","de","Mandarin Oriental, Canouan","2172371",NULL,"St. Vincent & Grenadinen","12.7133414577793","-61.3215723029861",NULL,"7.1",6,"https://cf.bstatic.com/xdata/images/hotel/max500/572537108.jpg?k=70e8a21a8b0fcf58efcd79166ab543c51d6d04d8b55c86382367b5d31d2528fd&o=&hp=1","Die Unterkunft Mandarin Oriental, Canouan hat kostenlose Fahrräder, einen Außenpool, ein Fitnesscenter und einen Garten in Canouan.","7.1","10","Carenage Bay, VC0450 Canouan, St. Vincent & Grenadinen","Carenage Bay","St. Vincent & Grenadinen","VC0450","[""Außenpool"", ""Flughafentransfer (kostenlos)"", ""Nichtraucherzimmer"", ""Spa & Wellnesscenter"", ""Fitnesscenter"", ""am Strand"", ""Parkplatz inbegriffen"", ""Bar"", ""Privater Strand"", ""Frühstück""]","[]","{}","{}","277.557","cloudscraper","2026-03-13 04:36:24.802576+00","2026-03-13 04:36:24.802579+00",1
"2b9ec9ac-4b7e-4e7e-9608-0ea689c31bb9","7d43ff9c-8ada-4320-87c4-76afef77c762","https://www.booking.com/hotel/vc/the-pink-sands-club.fr.html?lang=fr","fr","Mandarin Oriental, Canouan","2172371",NULL,"St-Vincent-et-les-Grenadines","12.7133414577793","-61.3215723029861",NULL,"7.1",6,"https://cf.bstatic.com/xdata/images/hotel/max500/572537108.jpg?k=70e8a21a8b0fcf58efcd79166ab543c51d6d04d8b55c86382367b5d31d2528fd&o=&hp=1","Situé à Canouan, l’établissement Mandarin Oriental, Canouan possède un service de prêt de vélos, une piscine extérieure, une salle de sport et un jardin.","7.1","10","Carenage Bay, VC0450 Canouan, Saint-Vincent-et-les-Grenadines","Carenage Bay","St-Vincent-et-les-Grenadines","VC0450","[""Piscine extérieure"", ""Navette aéroport (gratuite)"", ""Chambres non-fumeurs"", ""Spa et centre de bien-être"", ""Centre de remise en forme"", ""En bord de plage"", ""Parking gratuit"", ""Bar"", ""Plage privée"", ""Petit-déjeuner"", ""Voir les 101 équipements""]","[]","{}","{}","180.711","cloudscraper","2026-03-13 04:39:25.817304+00","2026-03-13 04:39:25.817308+00",1
"284c30b6-e12f-402e-a5ef-d2ad82e950d4","7d43ff9c-8ada-4320-87c4-76afef77c762","https://www.booking.com/hotel/vc/the-pink-sands-club.it.html?lang=it","it","Mandarin Oriental, Canouan","2172371",NULL,"Saint Vincent e Grenadine","12.7133414577793","-61.3215723029861",NULL,"7.1",6,"https://cf.bstatic.com/xdata/images/hotel/max500/572537108.jpg?k=70e8a21a8b0fcf58efcd79166ab543c51d6d04d8b55c86382367b5d31d2528fd&o=&hp=1","Mandarin Oriental, Canouan offre biciclette gratuite, una piscina all'aperto, un centro fitness e un giardino a Canouan.","7.1","10","Carenage Bay, VC0450 Canouan, Saint Vincent e Grenadine","Carenage Bay","Saint Vincent e Grenadine","VC0450","[""Piscina scoperta"", ""Navetta aeroportuale (gratuita)"", ""Camere non fumatori"", ""Spa & centro benessere"", ""Palestra"", ""Fronte spiaggia"", ""Parcheggio gratuito"", ""Bar"", ""Spiaggia privata"", ""Colazione"", ""Vedi tutti e 101 i servizi""]","[]","{}","{}","178.199","cloudscraper","2026-03-13 04:42:24.338439+00","2026-03-13 04:42:24.338442+00",1
"79c04c0f-bfb0-402f-a5c4-64ef53ebda0f","7d43ff9c-8ada-4320-87c4-76afef77c762","https://www.booking.com/hotel/vc/the-pink-sands-club.nl.html?lang=nl","nl","Mandarin Oriental, Canouan","2172371",NULL,"St Vincent en de Grenadines","12.7133414577793","-61.3215723029861",NULL,"7.1",6,"https://cf.bstatic.com/xdata/images/hotel/max500/572537108.jpg?k=70e8a21a8b0fcf58efcd79166ab543c51d6d04d8b55c86382367b5d31d2528fd&o=&hp=1","Mandarin Oriental, Canouan heeft gratis fietsen, een buitenzwembad, een fitnesscentrum en een tuin in Canouan.","7.1","10","Carenage Bay, VC0450 Canouan, Saint Vincent en de Grenadines","Carenage Bay","St Vincent en de Grenadines","VC0450","[""Buitenzwembad"", ""Luchthavenshuttle (gratis)"", ""Rookvrije kamers"", ""Wellnesscentrum"", ""Gym"", ""Aan het strand"", ""Gratis parkeergelegenheid"", ""Bar"", ""Eigen strand"", ""Ontbijt"", ""Bekijk 101 faciliteiten""]","[]","{}","{}","177.948","cloudscraper","2026-03-13 04:45:22.536273+00","2026-03-13 04:45:22.536276+00",1
"ea5f5c06-2ad7-4cf0-ac6b-f502e123e13c","e2374372-2167-492f-a73a-c4bb9b0b3d5e","https://www.booking.com/hotel/mv/ananea-madivaru-maldives.es.html?lang=es","es","Ananea Madivaru Maldives","13414032","Ari Atoll","Maldivas","4.118615897742593","72.93770878465581",NULL,"8.8",5,"https://cf.bstatic.com/xdata/images/hotel/max500/692881712.jpg?k=16043076c2f98f739abd7acda1984bf0f1a7568aea557404db9c1b9bd6dadbd1&o=&hp=1","Ananea Madivaru Maldives dispone de jardín, zona de playa privada, terraza y restaurante en Toroka.","8.8","10","Ethere Maadivaru, 20292 Toroka, Maldivas","Ethere Maadivaru","Maldivas","20292","[""Piscina al aire libre"", ""Traslado aeropuerto"", ""Spa y centro de bienestar"", ""Habitaciones sin humo"", ""Gimnasio"", ""5 restaurantes"", ""Tetera/cafetera en todas las habitaciones"", ""Bar"", ""Zona privada de playa"", ""Desayuno""]","[]","{}","{}","178.71","cloudscraper","2026-03-13 04:51:17.935729+00","2026-03-13 04:51:17.935733+00",1
"832d6c72-600d-4824-8e19-d4ae4c118371","e2374372-2167-492f-a73a-c4bb9b0b3d5e","https://www.booking.com/hotel/mv/ananea-madivaru-maldives.it.html?lang=it","it","Ananea Madivaru Maldives","13414032","Atollo di Ari","Maldive","4.118615897742593","72.93770878465581",NULL,"8.8",5,"https://cf.bstatic.com/xdata/images/hotel/max500/692881712.jpg?k=16043076c2f98f739abd7acda1984bf0f1a7568aea557404db9c1b9bd6dadbd1&o=&hp=1","Ananea Madivaru Maldives offre un giardino, una zona spiaggia privata, una terrazza e un bar a Toroka.","8.8","10","Ethere Maadivaru, 20292 Toroka, Maldive","Ethere Maadivaru","Maldive","20292","[""Piscina scoperta"", ""Navetta aeroportuale"", ""Spa & centro benessere"", ""Camere non fumatori"", ""Palestra"", ""5 ristoranti"", ""bollitore tè / macchina caffè in tutte le camere"", ""Bar"", ""Spiaggia privata"", ""Colazione"", ""Vedi tutti e 128 i servizi""]","[]","{}","{}","179.338","cloudscraper","2026-03-13 05:06:44.99066+00","2026-03-13 05:06:44.990663+00",1
"fab48e70-8fb6-44a4-89dd-9e62307d8d48","7d43ff9c-8ada-4320-87c4-76afef77c762","https://www.booking.com/hotel/vc/the-pink-sands-club.pt-pt.html?lang=pt-pt","pt","Mandarin Oriental, Canouan","2172371",NULL,"São Vicente e Granadinas","12.7133414577793","-61.3215723029861",NULL,"7.1",6,"https://cf.bstatic.com/xdata/images/hotel/max500/572537108.jpg?k=70e8a21a8b0fcf58efcd79166ab543c51d6d04d8b55c86382367b5d31d2528fd&o=&hp=1","Mandarin Oriental, Canouan tem bicicletas gratuitas, piscina exterior, um centro de fitness e jardim em Canouan.","7.1","10","Carenage Bay, VC0450 Canouan, São Vicente e Granadinas","Carenage Bay","São Vicente e Granadinas","VC0450","[""Piscina exterior"", ""Transfer aeroporto (gratuito)"", ""Quartos para não fumadores"", ""Spa e centro de bem-estar"", ""Centro de fitness"", ""Frente à praia"", ""Estacionamento gratuito"", ""Bar"", ""Área de praia privada"", ""Pequeno-almoço""]","[]","{}","{}","176.062","cloudscraper","2026-03-13 04:48:18.977981+00","2026-03-13 04:48:18.977984+00",1
"c1bbc089-d1c6-46ac-ad02-fb5bfb98cfc4","e2374372-2167-492f-a73a-c4bb9b0b3d5e","https://www.booking.com/hotel/mv/ananea-madivaru-maldives.en-gb.html?lang=en-gb","en","Ananea Madivaru Maldives","13414032","Ari Atoll","Maldives","4.118615897742593","72.93770878465581",NULL,"8.8",5,"https://cf.bstatic.com/xdata/images/hotel/max500/692881712.jpg?k=16043076c2f98f739abd7acda1984bf0f1a7568aea557404db9c1b9bd6dadbd1&o=&hp=1","Ananea Madivaru Maldives features a garden, private beach area, a terrace and bar in Toroka.","8.8","10","Ethere Maadivaru, 20292 Toroka, Maldives","Ethere Maadivaru","Maldives","20292","[""Outdoor swimming pool"", ""Airport shuttle"", ""Spa and wellness centre"", ""Non-smoking rooms"", ""Fitness centre"", ""5 restaurants"", ""Tea/coffee maker in all rooms"", ""Bar"", ""Private beach area"", ""Breakfast"", ""See all 128 facilities""]","[]","{}","{}","283.96","cloudscraper","2026-03-13 04:56:02.140066+00","2026-03-13 04:56:02.140069+00",1
"1a919256-b304-485b-acb0-34d0ccbbe540","e2374372-2167-492f-a73a-c4bb9b0b3d5e","https://www.booking.com/hotel/mv/ananea-madivaru-maldives.de.html?lang=de","de","Ananea Madivaru Maldives","13414032","Ari-Atoll","Malediven","4.118615897742593","72.93770878465581",NULL,"8.8",5,"https://cf.bstatic.com/xdata/images/hotel/max500/692881712.jpg?k=16043076c2f98f739abd7acda1984bf0f1a7568aea557404db9c1b9bd6dadbd1&o=&hp=1","Die Unterkunft Ananea Madivaru Maldives hat einen Garten, einen eigenen Strandbereich, eine Terrasse und eine Bar in Toroka.","8.8","10","Ethere Maadivaru, 20292 Toroka, Malediven","Ethere Maadivaru","Malediven","20292","[""Außenpool"", ""Flughafenshuttle"", ""Spa & Wellnesscenter"", ""Nichtraucherzimmer"", ""Fitnesscenter"", ""5 Restaurants"", ""Kaffee- und Teezubehör in allen Zimmern"", ""Bar"", ""Privater Strand"", ""Frühstück"", ""128 Einrichtungen anzeigen""]","[]","{}","{}","275.259","cloudscraper","2026-03-13 05:00:47.318125+00","2026-03-13 05:00:47.318128+00",1
"19661491-b9c4-416e-8311-e0f0a837b74a","e2374372-2167-492f-a73a-c4bb9b0b3d5e","https://www.booking.com/hotel/mv/ananea-madivaru-maldives.fr.html?lang=fr","fr","Ananea Madivaru Maldives","13414032","Atoll Ari","Maldives","4.118615897742593","72.93770878465581",NULL,"8.8",5,"https://cf.bstatic.com/xdata/images/hotel/max500/692881712.jpg?k=16043076c2f98f739abd7acda1984bf0f1a7568aea557404db9c1b9bd6dadbd1&o=&hp=1","Situé à Toroka, l’établissement Ananea Madivaru Maldives possède un jardin, une plage privée, une terrasse et un bar.","8.8","10","Ethere Maadivaru, 20292 Toroka, Maldives","Ethere Maadivaru","Maldives","20292","[""Piscine extérieure"", ""Navette aéroport"", ""Spa et centre de bien-être"", ""Chambres non-fumeurs"", ""Centre de remise en forme"", ""5 restaurants"", ""Plateau/bouilloire dans tous les hébergements"", ""Bar"", ""Plage privée"", ""Petit-déjeuner""]","[]","{}","{}","177.843","cloudscraper","2026-03-13 05:03:45.456296+00","2026-03-13 05:03:45.456299+00",1
"b813685d-114c-419b-8466-c42dd24b3932","e2374372-2167-492f-a73a-c4bb9b0b3d5e","https://www.booking.com/hotel/mv/ananea-madivaru-maldives.nl.html?lang=nl","nl","Ananea Madivaru Maldives","13414032","Ari Atoll","Malediven","4.118615897742593","72.93770878465581",NULL,"8.8",5,"https://cf.bstatic.com/xdata/images/hotel/max500/692881712.jpg?k=16043076c2f98f739abd7acda1984bf0f1a7568aea557404db9c1b9bd6dadbd1&o=&hp=1","Ananea Madivaru Maldives heeft een tuin, een privéstrand, een terras en een bar in Toroka. Deze accommodatie beschikt over roomservice en een speeltuin.","8.8","10","Ethere Maadivaru, 20292 Toroka, Malediven","Ethere Maadivaru","Malediven","20292","[""Buitenzwembad"", ""Luchthavenshuttle"", ""Wellnesscentrum"", ""Rookvrije kamers"", ""Gym"", ""5 restaurants"", ""Thee/koffiefaciliteiten in de kamer"", ""Bar"", ""Eigen strand"", ""Ontbijt"", ""Bekijk 128 faciliteiten""]","[]","{}","{}","180.423","cloudscraper","2026-03-13 05:09:45.610844+00","2026-03-13 05:09:45.610847+00",1
"c7d6e727-a018-428d-8aea-0c985a0a7ceb","e2374372-2167-492f-a73a-c4bb9b0b3d5e","https://www.booking.com/hotel/mv/ananea-madivaru-maldives.pt-pt.html?lang=pt-pt","pt","Ananea Madivaru Maldives","13414032","Ari Atoll","Maldivas","4.118615897742593","72.93770878465581",NULL,"8.8",5,"https://cf.bstatic.com/xdata/images/hotel/max500/692881712.jpg?k=16043076c2f98f739abd7acda1984bf0f1a7568aea557404db9c1b9bd6dadbd1&o=&hp=1","Ananea Madivaru Maldives tem um jardim, área de praia privada, um terraço e bar em Toroka.","8.8","10","Ethere Maadivaru, 20292 Toroka, Maldivas","Ethere Maadivaru","Maldivas","20292","[""Piscina exterior"", ""Transfer (aeroporto)"", ""Spa e centro de bem-estar"", ""Quartos para não fumadores"", ""Centro de fitness"", ""5 restaurantes"", ""Comodidades para fazer chá e café em todos os quartos"", ""Bar"", ""Área de praia privada"", ""Pequeno-almoço""]","[]","{}","{}","179.902","cloudscraper","2026-03-13 05:12:45.924929+00","2026-03-13 05:12:45.924933+00",1
"0b78bd45-8044-4e68-9170-e6f0a9bcd835","cd305c3e-2e76-47d9-9059-a9f791618bae","https://www.booking.com/hotel/mv/cheval-blanc-randheli-noonu-atoll.es.html?lang=es","es","Cheval Blanc Randheli, Maldives","14172005","Noonu Atoll","Maldivas","5.6918487","73.3408297",NULL,"10",2,"https://cf.bstatic.com/xdata/images/hotel/max500/686502823.jpg?k=8acf228ecc464010b6873f48c42fa19278e0022ef999304c70cad64a9173135d&o=&hp=1","Cheval Blanc Randheli, Maldives dispone de jardín, zona de playa privada, salón de uso común y restaurante en Randheli.","10","10","Cheval Blanc Randheli, 20001 Randheli, Maldivas","Cheval Blanc Randheli","Maldivas","20001","[""Piscina al aire libre"", ""Traslado aeropuerto"", ""Spa y centro de bienestar"", ""Habitaciones sin humo"", ""Gimnasio"", ""5 restaurantes"", ""Tetera/cafetera en todas las habitaciones"", ""Bar"", ""Zona privada de playa"", ""Desayuno""]","[]","{}","{}","177.937","cloudscraper","2026-03-13 05:15:44.218585+00","2026-03-13 05:15:44.218589+00",1
