id,hotel_id,url_id,language,fp,created_at,updated_at
baa3671c-dde2-433a-9ad3-600ace75c95e,c26db51f-4088-4e51-8c25-30d6e3c3a428,e1807322-42e3-4fa8-915b-428f6f0f9bf6,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-24 23:49:22.011738+00,2026-03-24 23:49:22.011741+00
22e1ff9e-4763-400e-8620-389c3de1cb37,e2600831-ebf6-43ba-a493-bf1abffd8536,8fa3b5f5-c98c-44e9-a79e-19684ec687b0,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-24 23:50:39.812923+00,2026-03-24 23:50:39.812926+00
0f53b3f4-836e-41f6-96f0-10c68bc094c4,c769a08f-a866-4d67-ba4d-68c679cb3537,e1807322-42e3-4fa8-915b-428f6f0f9bf6,de,<a><span><div><span>Wichtige &amp; rechtliche Hinweise</span></div></span></a>,2026-03-24 23:51:58.185325+00,2026-03-24 23:51:58.185329+00
b957cc7a-e511-4ef0-831d-c43be38d0b76,d50fa44e-809d-40e1-9a18-d07dd0a8ad39,8fa3b5f5-c98c-44e9-a79e-19684ec687b0,de,<a><span><div><span>Wichtige &amp; rechtliche Hinweise</span></div></span></a>,2026-03-24 23:53:30.401925+00,2026-03-24 23:53:30.401927+00
3ea9160f-ddc7-410b-a2af-33f31eca4f2e,cc3990bd-59c3-4401-b763-8fa335259683,e1807322-42e3-4fa8-915b-428f6f0f9bf6,it,<a><span><div><span>Informazioni importanti e legali</span></div></span></a>,2026-03-24 23:54:50.598232+00,2026-03-24 23:54:50.598234+00
ad7bc54a-21e1-41bb-a361-3e915ec7a8e4,96f8fa6c-dad5-45a5-bd20-5bc5f59f6958,8fa3b5f5-c98c-44e9-a79e-19684ec687b0,it,<a><span><div><span>Informazioni importanti e legali</span></div></span></a>,2026-03-24 23:56:09.90395+00,2026-03-24 23:56:09.903953+00
d904d25a-46e0-4b10-898f-1636d98e0803,354aebd2-c236-41a5-8a4a-f49ac618009b,0f0397b6-5031-4aaa-961f-18d87e5469b5,en,<a><span><div><span>Important &amp; legal info</span></div></span></a>,2026-03-24 23:59:08.215774+00,2026-03-24 23:59:08.215778+00
db00f50a-a351-439e-83d8-3f8358b5d6df,32713580-9d6a-4f2b-8732-5aa658104ef6,0f0397b6-5031-4aaa-961f-18d87e5469b5,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-25 00:05:18.731825+00,2026-03-25 00:05:18.731828+00
f0071fc2-61cf-458e-ad1e-9d43350831c4,5161b705-4474-4ad5-b1b9-6abea6db88c3,0f0397b6-5031-4aaa-961f-18d87e5469b5,de,<a><span><div><span>Wichtige &amp; rechtliche Hinweise</span></div></span></a>,2026-03-25 00:11:42.238437+00,2026-03-25 00:11:42.23844+00
9337882d-a3d5-4809-8cd4-cd39931cd073,b69cfdee-f665-4b70-9af2-2eb088551dc2,474d04af-371b-4cae-96aa-465e9c595e53,es,<a><span><div><span>Información legal e importante</span></div></span></a>,2026-03-25 00:13:02.097121+00,2026-03-25 00:13:02.097125+00
2822c303-eee0-4008-99e6-c48f529e8811,8940d873-db4b-4407-a0e5-b7ec4f09bf35,0f0397b6-5031-4aaa-961f-18d87e5469b5,it,<a><span><div><span>Informazioni importanti e legali</span></div></span></a>,2026-03-25 00:16:22.923548+00,2026-03-25 00:16:22.923551+00
