"id","recorded_at","cpu_usage","memory_usage","active_workers","db_pool_checked_out","redis_connected","urls_pending","urls_done","extra_data"
"1","2026-03-12 19:16:43.950596+00","0.4","46.7",NULL,0,NULL,0,0,"{}"
"2","2026-03-12 23:04:16.299551+00","12.8","48.3",NULL,0,NULL,0,0,"{}"
"3","2026-03-12 23:09:16.299024+00","13.6","49.2",NULL,0,NULL,0,0,"{}"
"4","2026-03-13 00:44:00.303983+00","3.9","34.3",NULL,0,NULL,0,0,"{}"
"5","2026-03-13 00:49:00.290586+00","7","35.4",NULL,0,NULL,0,0,"{}"
