"id","url_id","hotel_id","language","event_type","status","error_message","duration_ms","worker_id","extra_data","scraped_at"
"c9203a28-f18b-4809-931a-126f1accbb62","a1da6af5-6d39-481c-98ab-b162305f9118",NULL,"it","scrape_success","done",NULL,157225,NULL,"{}","2026-03-20 23:31:44.824681+00"
"dbc45ba4-aa51-4deb-a707-6734452f37e8","2741d8d5-15c8-42f2-91ca-744414e755f1",NULL,"nl","scrape_success","done",NULL,157877,NULL,"{}","2026-03-20 23:33:05.083302+00"
"8473760f-1640-411e-a160-0f93e91bbecd","a1da6af5-6d39-481c-98ab-b162305f9118",NULL,"nl","scrape_success","done",NULL,174476,NULL,"{}","2026-03-20 23:34:39.736223+00"
"7e737dfd-da21-447c-92ae-209cfc9e2ffd","2741d8d5-15c8-42f2-91ca-744414e755f1",NULL,"pt","scrape_success","done",NULL,171341,NULL,"{}","2026-03-20 23:35:57.247046+00"
"44ecfe7b-af87-4d76-a6a4-dcf780f230c1","a1da6af5-6d39-481c-98ab-b162305f9118",NULL,"pt","scrape_success","done",NULL,153560,NULL,"{}","2026-03-20 23:37:13.95947+00"
"8cf49cd9-fbcf-41e2-bccb-2a72f1ba7980","3be684d6-55a7-49a5-a0e8-8117cfe37bb4",NULL,"es","scrape_success","done",NULL,154323,NULL,"{}","2026-03-20 23:38:32.291922+00"
"a25cf9c7-9368-4c9a-89b2-1a4fbc56c708","71df8c3a-151d-473b-8424-f5891aa1bbf0",NULL,"es","scrape_success","done",NULL,170611,NULL,"{}","2026-03-20 23:40:04.98181+00"
"cee207be-a3c5-4997-9b2b-6ffae4308a68","3be684d6-55a7-49a5-a0e8-8117cfe37bb4",NULL,"en","scrape_success","done",NULL,265264,NULL,"{}","2026-03-20 23:42:58.048539+00"
"bf9395c8-daff-4477-b59e-e40f42fc4028","3be684d6-55a7-49a5-a0e8-8117cfe37bb4",NULL,"de","scrape_success","done",NULL,364054,NULL,"{}","2026-03-20 23:49:13.255994+00"
"015b305d-8aab-4843-8b18-19e47bb801a6","71df8c3a-151d-473b-8424-f5891aa1bbf0",NULL,"en","scrape_failed","error",NULL,837732,NULL,"{}","2026-03-20 23:54:02.71943+00"
"6d2cf19f-738d-47ed-879a-3accbd966aa1","3be684d6-55a7-49a5-a0e8-8117cfe37bb4",NULL,"fr","scrape_success","done",NULL,366675,NULL,"{}","2026-03-20 23:55:20.486419+00"
"92c6ec2d-cca8-4dfe-8d44-693a06ab73f4","3be684d6-55a7-49a5-a0e8-8117cfe37bb4",NULL,"it","scrape_success","done",NULL,375033,NULL,"{}","2026-03-21 00:01:36.197781+00"
"653570de-ab67-4d60-8200-f00571828961","71df8c3a-151d-473b-8424-f5891aa1bbf0",NULL,"de","scrape_failed","error",NULL,751099,NULL,"{}","2026-03-21 00:06:33.843588+00"
"fa67337f-2ba8-4a68-80b5-7ae2667df061","3be684d6-55a7-49a5-a0e8-8117cfe37bb4",NULL,"nl","scrape_success","done",NULL,375683,NULL,"{}","2026-03-21 00:07:52.553219+00"
"1c6626b6-61e0-4c74-95e9-330f0c514379","3be684d6-55a7-49a5-a0e8-8117cfe37bb4",NULL,"pt","scrape_success","done",NULL,381916,NULL,"{}","2026-03-21 00:14:15.025197+00"
"4ece6e12-9092-459d-8ae4-261077040d91","71df8c3a-151d-473b-8424-f5891aa1bbf0",NULL,"fr","scrape_failed","error",NULL,756943,NULL,"{}","2026-03-21 00:19:10.808285+00"
"963c2cf7-d8a3-47be-b69f-30a1e8cde18c","76fcd801-16e2-495e-8db9-36d8493ce456",NULL,"es","scrape_success","done",NULL,374279,NULL,"{}","2026-03-21 00:20:29.731818+00"
"9a9679a9-df1c-48f6-935b-38451dcb9bc6","76fcd801-16e2-495e-8db9-36d8493ce456",NULL,"en","scrape_success","done",NULL,473131,NULL,"{}","2026-03-21 00:28:23.600911+00"
