id,url_id,hotel_id,language,event_type,status,error_message,duration_ms,worker_id,extra_data,scraped_at
1a5a09f2-a141-48f0-a0aa-93ae4110d485,94a215cc-e236-4b99-9efd-7fa5e0f41b18,,it,scrape_success,done,,47528,,{},2026-04-06 15:32:35.987821+01
a8ed0bef-976e-401d-94f2-4002c54accb9,c858fd3a-2959-4d3a-b1e2-57bfc3f2bc1f,,it,scrape_success,done,,32442,,{},2026-04-06 15:32:50.477408+01
331af649-0184-466a-9647-781c70211705,94a215cc-e236-4b99-9efd-7fa5e0f41b18,,fr,scrape_success,done,,18445,,{},2026-04-06 15:33:37.555475+01
2c03c75c-0db2-4165-ad70-ce0287120d85,c858fd3a-2959-4d3a-b1e2-57bfc3f2bc1f,,fr,scrape_success,done,,43183,,{},2026-04-06 15:33:53.958468+01
74f01c66-c368-466c-a0e0-b86896717e12,94a215cc-e236-4b99-9efd-7fa5e0f41b18,,pt,scrape_success,done,,20121,,{},2026-04-06 15:34:09.248962+01
aba0860c-171a-4543-ad0f-4af16e961298,c858fd3a-2959-4d3a-b1e2-57bfc3f2bc1f,,pt,scrape_success,done,,22160,,{},2026-04-06 15:34:48.280619+01
81a8ac26-b6c5-4d25-a073-75d0acc2c6ce,abdfd305-40fa-4e37-9f96-ab7cd973a49e,,en,scrape_success,done,,26987,,{},2026-04-06 15:35:45.60683+01
1917cecb-93b8-4fe4-a55f-c080b0b176c6,a5bb65c5-2823-4441-bf45-80b9d3afdbaa,,en,scrape_success,done,,51020,,{},2026-04-06 15:36:10.558363+01
6e9f6c41-a308-4704-95c3-a8d7c65da7f3,abdfd305-40fa-4e37-9f96-ab7cd973a49e,,es,scrape_success,done,,28024,,{},2026-04-06 15:36:31.050294+01
84ab1999-f9ba-495a-9b2d-7f79c5d55817,a5bb65c5-2823-4441-bf45-80b9d3afdbaa,,es,scrape_success,done,,25727,,{},2026-04-06 15:37:13.365984+01
9be791ba-a20d-47e7-bf29-2c60665d0095,abdfd305-40fa-4e37-9f96-ab7cd973a49e,,de,scrape_success,done,,38156,,{},2026-04-06 15:37:23.692412+01
0a08a36b-06e3-422f-b7d8-d49a706cd001,a5bb65c5-2823-4441-bf45-80b9d3afdbaa,,de,scrape_success,done,,15774,,{},2026-04-06 15:37:43.499062+01
5bcdcbe7-9acb-4c4e-a43e-34f695b6bbcc,abdfd305-40fa-4e37-9f96-ab7cd973a49e,,it,scrape_success,done,,31642,,{},2026-04-06 15:38:26.956076+01
4cc7b0e1-830f-456c-9998-9b0cf883379d,a5bb65c5-2823-4441-bf45-80b9d3afdbaa,,it,scrape_success,done,,52367,,{},2026-04-06 15:38:49.245388+01
62dae30d-9e10-44b5-a7ca-72edb63ddb91,abdfd305-40fa-4e37-9f96-ab7cd973a49e,,fr,scrape_success,done,,21573,,{},2026-04-06 15:39:04.077789+01
ad903ab9-8f77-4060-a3f2-2f6159cf7f0f,a5bb65c5-2823-4441-bf45-80b9d3afdbaa,,fr,scrape_success,done,,23648,,{},2026-04-06 15:39:44.611089+01
6e78ccd3-50c2-40ef-8046-f98ad62928d9,abdfd305-40fa-4e37-9f96-ab7cd973a49e,,pt,scrape_success,done,,39650,,{},2026-04-06 15:40:01.303358+01
991a335b-bf16-4c81-884d-1b4c99c588b7,a5bb65c5-2823-4441-bf45-80b9d3afdbaa,,pt,scrape_success,done,,16210,,{},2026-04-06 15:40:14.995645+01
ba4c8aba-cf69-49f3-9a86-4fe4874ddf74,e77db1c9-e1ae-4fb3-9b62-0a830315b1c3,,en,scrape_success,done,,31204,,{},2026-04-06 15:41:29.772607+01
2674871b-8010-465e-aedf-49a9bdc117c7,44f21413-72a3-4658-9984-41870f6dc492,,en,scrape_success,done,,54067,,{},2026-04-06 15:42:06.656088+01
db051012-0edf-4e9e-95e6-8a6d4021fa23,e77db1c9-e1ae-4fb3-9b62-0a830315b1c3,,es,scrape_success,done,,16638,,{},2026-04-06 15:42:20.415507+01
2304a1bc-0aaa-4e05-a4ce-bb9270cd3615,44f21413-72a3-4658-9984-41870f6dc492,,es,scrape_success,done,,26084,,{},2026-04-06 15:42:47.687539+01
09c1a64b-f484-497a-8493-cf2a36cde5c4,e77db1c9-e1ae-4fb3-9b62-0a830315b1c3,,de,scrape_success,done,,30364,,{},2026-04-06 15:43:05.913259+01
ab03a1e4-c5f9-49a3-9ba5-d4b5cece4cff,44f21413-72a3-4658-9984-41870f6dc492,,de,scrape_success,done,,19003,,{},2026-04-06 15:43:41.05885+01
e327dc1f-10bd-47fd-88dd-b4aabcb06059,e77db1c9-e1ae-4fb3-9b62-0a830315b1c3,,it,scrape_success,done,,35040,,{},2026-04-06 15:43:56.292729+01
8f63dd44-0791-4e05-b117-88e74a0983f6,44f21413-72a3-4658-9984-41870f6dc492,,it,scrape_success,done,,19296,,{},2026-04-06 15:44:11.900658+01
851ab1c2-053a-4008-b407-33dce8db5e36,e77db1c9-e1ae-4fb3-9b62-0a830315b1c3,,fr,scrape_success,done,,19311,,{},2026-04-06 15:44:49.292115+01
52305acc-26de-47e0-a9ac-7dd4839fd0f4,44f21413-72a3-4658-9984-41870f6dc492,,fr,scrape_success,done,,35574,,{},2026-04-06 15:45:17.932466+01
b3ddae59-ca94-435c-872f-8a0de7b71980,e77db1c9-e1ae-4fb3-9b62-0a830315b1c3,,pt,scrape_success,done,,18228,,{},2026-04-06 15:45:19.762778+01
b41f2518-f151-4d03-acb2-e1040a073e4f,44f21413-72a3-4658-9984-41870f6dc492,,pt,scrape_success,done,,16425,,{},2026-04-06 15:46:07.062886+01
99761248-f98a-4b0a-b6f4-41fdbcc55bda,5705d5e2-099c-4878-b526-01950cc655c4,,en,scrape_success,done,,29394,,{},2026-04-06 15:47:07.447354+01
775f5c0d-8d24-4d13-979b-527ff4773766,493e9d9e-f4ba-4cd1-9753-5688b85ff332,,en,scrape_success,done,,52723,,{},2026-04-06 15:47:41.697903+01
129b85eb-9d95-4928-a974-9fdf75506345,5705d5e2-099c-4878-b526-01950cc655c4,,es,scrape_success,done,,17111,,{},2026-04-06 15:47:58.22803+01
dec86944-2909-4f92-a39b-927cc73b1993,493e9d9e-f4ba-4cd1-9753-5688b85ff332,,es,scrape_success,done,,25031,,{},2026-04-06 15:48:21.748022+01
070cf781-2299-4d0f-bdda-f74cd1b3f84a,5705d5e2-099c-4878-b526-01950cc655c4,,de,scrape_success,done,,28441,,{},2026-04-06 15:48:38.471519+01
32c5f39b-19f1-43b5-bd85-4d616c00a1fd,493e9d9e-f4ba-4cd1-9753-5688b85ff332,,de,scrape_success,done,,15895,,{},2026-04-06 15:49:23.011916+01
d6659057-6362-404f-9646-2c9ff15ec9ac,5705d5e2-099c-4878-b526-01950cc655c4,,it,scrape_success,done,,33578,,{},2026-04-06 15:49:27.394405+01
4ee05638-740a-46eb-9a98-2b8f11d0e280,5705d5e2-099c-4878-b526-01950cc655c4,,fr,scrape_success,done,,23162,,{},2026-04-06 15:50:02.909524+01
61233fa9-48f3-4b6a-8ac1-7d9a6930991d,493e9d9e-f4ba-4cd1-9753-5688b85ff332,,it,scrape_success,done,,58025,,{},2026-04-06 15:50:40.555628+01
c401ab93-e08f-46af-85d9-ceaa42302ab5,5705d5e2-099c-4878-b526-01950cc655c4,,pt,scrape_success,done,,18645,,{},2026-04-06 15:50:57.556597+01
a57675d9-039b-4ca9-b901-f66728ebe7d1,493e9d9e-f4ba-4cd1-9753-5688b85ff332,,fr,scrape_success,done,,21366,,{},2026-04-06 15:51:13.070748+01
6d974fbb-af9a-4a1a-8877-943c7bfdbf33,493e9d9e-f4ba-4cd1-9753-5688b85ff332,,pt,scrape_success,done,,48032,,{},2026-04-06 15:53:31.78211+01
36fdd661-30c0-4326-9714-cf9f3e3bf240,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,,en,scrape_success,done,,16767,,{},2026-04-06 15:54:18.467888+01
514f71c3-62cc-4582-9613-24f6d87e6c6a,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,,en,scrape_success,done,,31208,,{},2026-04-06 15:54:38.959655+01
81a7aa7d-73e8-4c9a-a5c2-9380025f322f,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,,es,scrape_success,done,,14195,,{},2026-04-06 15:54:43.9356+01
5fd6272d-317a-430c-8629-bda57e11d109,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,,es,scrape_success,done,,24028,,{},2026-04-06 15:55:41.819555+01
627088d1-98c9-4ada-bc03-de7a2b339b56,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,,de,scrape_success,done,,39791,,{},2026-04-06 15:55:52.913137+01
ee5f02ff-13b2-4507-a17a-8c0d35975a21,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,,de,scrape_success,done,,13862,,{},2026-04-06 15:56:11.004974+01
c5c3b7cb-3f09-4bef-a3d1-998d6c4d26a2,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,,it,scrape_success,done,,35660,,{},2026-04-06 15:57:04.16717+01
dec04a3e-0e69-428e-8f2c-c2a63cf6c7d7,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,,it,scrape_success,done,,59751,,{},2026-04-06 15:57:27.792096+01
3cce01a0-dcfb-4ed8-9711-d56ffc100893,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,,fr,scrape_success,done,,28880,,{},2026-04-06 15:57:44.36258+01
f77f5687-3884-4881-8d5c-3c1aada584f2,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,,fr,scrape_success,done,,17357,,{},2026-04-06 15:58:17.745737+01
f591e1f3-2101-4a9a-a5de-4967953b2015,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,,pt,scrape_success,done,,32395,,{},2026-04-06 15:58:33.051642+01
3b391dba-ce25-46a8-bef6-6a3cd6ee9c18,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,,pt,scrape_success,done,,16295,,{},2026-04-06 15:58:55.647436+01
