id,url_id,language,status,attempts,last_error,created_at,updated_at
27414450-aec7-428a-92da-4d7a305f3caa,b9ed4ee4-68e2-44b8-abc0-42ff0cc19484,it,done,1,,2026-04-06 21:06:46.135709+01,2026-04-06 21:06:46.135709+01
1fe3ed93-6d42-48ae-a6d5-8b2daa33a57c,041f63dc-c6a9-47bf-ad1d-74d5484ddc02,fr,done,1,,2026-04-06 21:07:00.485525+01,2026-04-06 21:07:00.485525+01
e3c53551-35f5-49ba-9f90-10c04e4981a0,b9ed4ee4-68e2-44b8-abc0-42ff0cc19484,fr,done,1,,2026-04-06 21:07:30.947591+01,2026-04-06 21:07:30.947591+01
f6a6c358-1766-47e3-9bcd-69e7cf5963d8,041f63dc-c6a9-47bf-ad1d-74d5484ddc02,pt,done,1,,2026-04-06 21:07:47.71126+01,2026-04-06 21:07:47.71126+01
96a91fc1-2d41-489c-82c7-0691f2a68636,b9ed4ee4-68e2-44b8-abc0-42ff0cc19484,pt,done,1,,2026-04-06 21:08:02.381731+01,2026-04-06 21:08:02.381731+01
1dad814a-e114-42d6-8ce1-4550ef158f3e,98b3e75e-ee00-46b4-a20d-674d7d6e53bd,en,done,1,,2026-04-06 21:08:57.372176+01,2026-04-06 21:08:57.372176+01
4df08023-c194-4b7f-9650-6f69000920cb,0c0cc48f-b7af-4bd7-a7aa-29da9b7a043e,en,done,1,,2026-04-06 21:09:20.442175+01,2026-04-06 21:09:20.442175+01
0bb85308-599d-415b-9ec9-c4c03fbcb8c6,98b3e75e-ee00-46b4-a20d-674d7d6e53bd,es,done,1,,2026-04-06 21:09:37.698639+01,2026-04-06 21:09:37.698639+01
65213a24-cb5c-405d-aeff-7ed26f3605d3,98b3e75e-ee00-46b4-a20d-674d7d6e53bd,de,done,1,,2026-04-06 21:10:11.45365+01,2026-04-06 21:10:11.45365+01
bff8e80f-6698-4d21-94e1-90970f8929d4,0c0cc48f-b7af-4bd7-a7aa-29da9b7a043e,es,done,1,,2026-04-06 21:10:28.188952+01,2026-04-06 21:10:28.188952+01
586bf5dd-9a8e-46fe-8e3c-6d03cf1c92f5,98b3e75e-ee00-46b4-a20d-674d7d6e53bd,it,done,1,,2026-04-06 21:10:56.711474+01,2026-04-06 21:10:56.711474+01
a6c892ed-1dc5-4d9c-9e29-f7571fde25da,0c0cc48f-b7af-4bd7-a7aa-29da9b7a043e,de,done,1,,2026-04-06 21:11:27.338315+01,2026-04-06 21:11:27.338315+01
d58395ed-4552-4cbc-a6b8-92366e5269e8,98b3e75e-ee00-46b4-a20d-674d7d6e53bd,fr,done,1,,2026-04-06 21:11:51.703058+01,2026-04-06 21:11:51.703058+01
809b82e4-c58f-4634-9b2c-f46eac437ac6,0c0cc48f-b7af-4bd7-a7aa-29da9b7a043e,it,done,1,,2026-04-06 21:12:01.513276+01,2026-04-06 21:12:01.513276+01
b59fbae7-dc53-4ba2-939a-7a746fc53d52,98b3e75e-ee00-46b4-a20d-674d7d6e53bd,pt,done,1,,2026-04-06 21:12:19.524617+01,2026-04-06 21:12:19.524617+01
b499f766-3fcc-4064-b902-e09e586e2296,0c0cc48f-b7af-4bd7-a7aa-29da9b7a043e,fr,done,1,,2026-04-06 21:12:56.843338+01,2026-04-06 21:12:56.843338+01
62df5966-b87f-4a49-bad8-f57a45d32285,0c0cc48f-b7af-4bd7-a7aa-29da9b7a043e,pt,done,1,,2026-04-06 21:13:45.899259+01,2026-04-06 21:13:45.899259+01
d5e78981-3c7c-4b2c-948d-793f13651071,52052865-1bcb-49fc-ab45-600452423ff5,en,done,1,,2026-04-06 21:14:58.442199+01,2026-04-06 21:14:58.442199+01
