# SQL =
["SELECT al.url_id , al.hotel_id , h.hotel_name , al.language, al.service_category , service 
FROM hotels_all_services al
LEFT JOIN hotels h ON al.url_id = h.url_id and al.language = h.language and al.hotel_id = h.id 
WHERE hotel_name in('wild & bolz eMotel','vidimo se','Hotel Aquamarin')
AND al.language in ('es','en')
ORDER BY al.url_id , al.language , al.service_category"]
 
## RESULT =
[
url_id,hotel_id,hotel_name,language,service_category,service
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,58b9e293-e963-4125-bb07-6feda8adb7aa,wild & bolz eMotel,en,,Smoke alarms
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,58b9e293-e963-4125-bb07-6feda8adb7aa,wild & bolz eMotel,en,,CCTV outside property
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,58b9e293-e963-4125-bb07-6feda8adb7aa,wild & bolz eMotel,en,,Upper floors accessible by elevator
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,58b9e293-e963-4125-bb07-6feda8adb7aa,wild & bolz eMotel,en,,Vending machine (drinks)
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,58b9e293-e963-4125-bb07-6feda8adb7aa,wild & bolz eMotel,en,,Vending machine (snacks)
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Secador de pelo
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Zona de estar
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Armario
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Baño privado
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Ducha
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Enchufe cerca de la cama
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Escritorio
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Papel higiénico
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Ropa de cama
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,Toallas
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Comodidades,TV de pantalla plana
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,Exteriores y vistas,Vistas a la montaña
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,General,Prohibido fumar en todo el alojamiento
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Estación de carga de vehículos eléctricos
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Extintores
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Habitaciones sin humo
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Máquina expendedora (aperitivos)
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Máquina expendedora (bebidas)
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Acceso a pisos superiores en ascensor
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Parking
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Parking adaptado para personas de movilidad reducida
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Parking gratis
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Zona TV / salón de uso compartido
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Parking privado
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Proporciona factura
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Admite mascotas
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Alemán
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Vino / champán De pago
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Ascensor
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,WiFi gratis
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Calefacción
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Cámaras de seguridad en las zonas comunitarias
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Cámaras de seguridad fuera del alojamiento
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Suelo de madera o parquet
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Detectores de humo
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,407aa2d8-c263-4d5c-add4-664e53975792,wild & bolz eMotel,es,,Tarjeta de acceso
]
----

# SQL =
["SELECT url_id, service_category ,count(*) as count_services FROM hotels_all_services  
WHERE url_id in ('d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3','8bb357ef-cee9-4770-8160-73ec5a977af4','41a492c0-9d76-4d76-852c-d9a20b20804a') and language ='en' 
GROUP BY url_id , service_category
ORDER BY url_id, service_category"]

## RESULT =
[
url_id,service_category,count_services
41a492c0-9d76-4d76-852c-d9a20b20804a,Food & Drink,1
41a492c0-9d76-4d76-852c-d9a20b20804a,General,3
41a492c0-9d76-4d76-852c-d9a20b20804a,Outdoors & View,3
41a492c0-9d76-4d76-852c-d9a20b20804a,Room Amenities,15
41a492c0-9d76-4d76-852c-d9a20b20804a,Services,1
41a492c0-9d76-4d76-852c-d9a20b20804a,,34
8bb357ef-cee9-4770-8160-73ec5a977af4,Food & Drink,1
8bb357ef-cee9-4770-8160-73ec5a977af4,General,1
8bb357ef-cee9-4770-8160-73ec5a977af4,Room Amenities,5
8bb357ef-cee9-4770-8160-73ec5a977af4,,11
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,General,2
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,Outdoors & View,1
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,Room Amenities,12
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,,22
]

----

# SQL =
["SELECT url_id,  language,  count(*) as count_services , service_category
FROM hotels_all_services  
WHERE url_id in('d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3','8bb357ef-cee9-4770-8160-73ec5a977af4','41a492c0-9d76-4d76-852c-d9a20b20804a') 
and language in ('en','es')
GROUP BY url_id , service_category , language
ORDER BY url_id, language, service_category"]

## RESULT =
[
url_id,language,count_services,service_category
41a492c0-9d76-4d76-852c-d9a20b20804a,en,1,Food & Drink
41a492c0-9d76-4d76-852c-d9a20b20804a,en,3,General
41a492c0-9d76-4d76-852c-d9a20b20804a,en,3,Outdoors & View
41a492c0-9d76-4d76-852c-d9a20b20804a,en,15,Room Amenities
41a492c0-9d76-4d76-852c-d9a20b20804a,en,1,Services
41a492c0-9d76-4d76-852c-d9a20b20804a,en,34,
41a492c0-9d76-4d76-852c-d9a20b20804a,es,1,Alimentos y bebidas
41a492c0-9d76-4d76-852c-d9a20b20804a,es,13,Comodidades
41a492c0-9d76-4d76-852c-d9a20b20804a,es,2,Exteriores y vistas
41a492c0-9d76-4d76-852c-d9a20b20804a,es,2,General
41a492c0-9d76-4d76-852c-d9a20b20804a,es,1,Servicios
41a492c0-9d76-4d76-852c-d9a20b20804a,es,37,
8bb357ef-cee9-4770-8160-73ec5a977af4,en,1,Food & Drink
8bb357ef-cee9-4770-8160-73ec5a977af4,en,1,General
8bb357ef-cee9-4770-8160-73ec5a977af4,en,5,Room Amenities
8bb357ef-cee9-4770-8160-73ec5a977af4,en,11,
8bb357ef-cee9-4770-8160-73ec5a977af4,es,1,Alimentos y bebidas
8bb357ef-cee9-4770-8160-73ec5a977af4,es,4,
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,en,2,General
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,en,1,Outdoors & View
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,en,12,Room Amenities
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,en,22,
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,es,11,Comodidades
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,es,1,Exteriores y vistas
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,es,1,General
d39feb52-f6ee-4e8f-94c7-e65bf3b9c8b3,es,23,
]
