id,hotel_id,url_id,language,place_name,distance,category,created_at
863,1dcd38a6-5660-4791-af10-19f498714986,5705d5e2-099c-4878-b526-01950cc655c4,it,Casapueblo15 km,15 km,attraction,2026-04-06 15:49:27.349249+01
864,1dcd38a6-5660-4791-af10-19f498714986,5705d5e2-099c-4878-b526-01950cc655c4,it,Playa el Emir150 m,150 m,attraction,2026-04-06 15:49:27.349249+01
865,1dcd38a6-5660-4791-af10-19f498714986,5705d5e2-099c-4878-b526-01950cc655c4,it,Playa Brava di Punta del Este250 m,250 m,attraction,2026-04-06 15:49:27.349249+01
866,1dcd38a6-5660-4791-af10-19f498714986,5705d5e2-099c-4878-b526-01950cc655c4,it,Play Mansa650 m,650 m,attraction,2026-04-06 15:49:27.349249+01
867,1dcd38a6-5660-4791-af10-19f498714986,5705d5e2-099c-4878-b526-01950cc655c4,it,Playa de los Ingleses950 m,950 m,attraction,2026-04-06 15:49:27.349249+01
868,1dcd38a6-5660-4791-af10-19f498714986,5705d5e2-099c-4878-b526-01950cc655c4,it,"Playa Honda1,6 km","1,6 km",attraction,2026-04-06 15:49:27.349249+01
869,1dcd38a6-5660-4791-af10-19f498714986,5705d5e2-099c-4878-b526-01950cc655c4,it,TrenoTerminal degli autobus di Punta del Este700 m,700 m,attraction,2026-04-06 15:49:27.349249+01
870,1dcd38a6-5660-4791-af10-19f498714986,5705d5e2-099c-4878-b526-01950cc655c4,it,Aeroporto Capitán de Corbeta Carlos A. Curbelo19 km,19 km,attraction,2026-04-06 15:49:27.349249+01
871,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,The Fingers beach200 m,200 m,attraction,2026-04-06 15:50:02.861661+01
872,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Virgen de la Candelaria450 m,450 m,attraction,2026-04-06 15:50:02.861661+01
873,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Plaza Líbano700 m,700 m,attraction,2026-04-06 15:50:02.861661+01
874,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Plaza del Ingenio800 m,800 m,attraction,2026-04-06 15:50:02.861661+01
875,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Plazoleta Julio María Sosa1 km,1 km,attraction,2026-04-06 15:50:02.861661+01
876,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,"Plazoleta Hipólito Aramís Ramos1,3 km","1,3 km",attraction,2026-04-06 15:50:02.861661+01
877,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,"Punta del Este Lighthouse1,6 km","1,6 km",attraction,2026-04-06 15:50:02.861661+01
878,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,"Plaza de los Ingleses1,8 km","1,8 km",attraction,2026-04-06 15:50:02.861661+01
879,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,"Ralli museum4,1 km","4,1 km",attraction,2026-04-06 15:50:02.861661+01
880,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,"Plaza Croacia4,2 km","4,2 km",attraction,2026-04-06 15:50:02.861661+01
881,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,RestaurantEl tucán30 m,30 m,restaurant,2026-04-06 15:50:02.861661+01
882,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,RestaurantBurger 2950 m,50 m,restaurant,2026-04-06 15:50:02.861661+01
883,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,RestaurantRustic Resto- Bar50 m,50 m,restaurant,2026-04-06 15:50:02.861661+01
884,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Musée Casapueblo15 km,15 km,attraction,2026-04-06 15:50:02.861661+01
885,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Playa El Emir150 m,150 m,beach,2026-04-06 15:50:02.861661+01
886,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Playa Brava (Punta del Este)250 m,250 m,beach,2026-04-06 15:50:02.861661+01
887,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Playa Mansa650 m,650 m,beach,2026-04-06 15:50:02.861661+01
888,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Playa de los Ingleses950 m,950 m,beach,2026-04-06 15:50:02.861661+01
889,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,"Playa Honda1,6 km","1,6 km",beach,2026-04-06 15:50:02.861661+01
890,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,TrainGare routière de Punta del Este700 m,700 m,transport,2026-04-06 15:50:02.861661+01
891,6b604a5a-6ea6-4f53-9ec8-3fcf3ed3f592,5705d5e2-099c-4878-b526-01950cc655c4,fr,Aéroport international Capitán de Corbeta Carlos A. Curbelo19 km,19 km,airport,2026-04-06 15:50:02.861661+01
892,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,The Fingers beach200 m,200 m,attraction,2026-04-06 15:50:57.444486+01
893,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,Virgen de la Candelaria450 m,450 m,attraction,2026-04-06 15:50:57.444486+01
894,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,Plaza Líbano700 m,700 m,attraction,2026-04-06 15:50:57.444486+01
895,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,Plaza del Ingenio800 m,800 m,attraction,2026-04-06 15:50:57.444486+01
896,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,Plazoleta Julio María Sosa1 km,1 km,attraction,2026-04-06 15:50:57.444486+01
897,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,"Plazoleta Hipólito Aramís Ramos1,3 km","1,3 km",attraction,2026-04-06 15:50:57.444486+01
898,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,"Punta del Este Lighthouse1,6 km","1,6 km",attraction,2026-04-06 15:50:57.444486+01
899,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,"Plaza de los Ingleses1,8 km","1,8 km",attraction,2026-04-06 15:50:57.444486+01
900,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,"Ralli museum4,1 km","4,1 km",attraction,2026-04-06 15:50:57.444486+01
901,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,"Plaza Croacia4,2 km","4,2 km",attraction,2026-04-06 15:50:57.444486+01
902,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,RestauranteEl tucán30 m,30 m,restaurant,2026-04-06 15:50:57.444486+01
903,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,RestauranteBurger 2950 m,50 m,restaurant,2026-04-06 15:50:57.444486+01
904,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,RestauranteRustic Resto- Bar50 m,50 m,restaurant,2026-04-06 15:50:57.444486+01
905,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,Casapueblo15 km,15 km,attraction,2026-04-06 15:50:57.444486+01
906,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,El Emir150 m,150 m,beach,2026-04-06 15:50:57.444486+01
907,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,Punta del Este Brava Beach250 m,250 m,beach,2026-04-06 15:50:57.444486+01
908,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,Mansa650 m,650 m,beach,2026-04-06 15:50:57.444486+01
909,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,De los Ingleses950 m,950 m,beach,2026-04-06 15:50:57.444486+01
910,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,"Playa Honda1,6 km","1,6 km",beach,2026-04-06 15:50:57.444486+01
911,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,ComboioPunta del Este Bus Terminal Station700 m,700 m,transport,2026-04-06 15:50:57.444486+01
912,6d3768bf-d996-413f-b797-f3e8edf0a89a,5705d5e2-099c-4878-b526-01950cc655c4,pt,Capitán de Corbeta Carlos A. Curbelo International Airport19 km,19 km,airport,2026-04-06 15:50:57.444486+01
913,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,"Fort de Copacabana1,9 km","1,9 km",attraction,2026-04-06 15:51:13.001321+01
914,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,"Parc Lage4,3 km","4,3 km",attraction,2026-04-06 15:51:13.001321+01
915,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Jardin botanique de Rio de Janeiro5 km,5 km,attraction,2026-04-06 15:51:13.001321+01
916,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Escalier Selarón8 km,8 km,attraction,2026-04-06 15:51:13.001321+01
917,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Musée d'art moderne de Rio de Janeiro9 km,9 km,attraction,2026-04-06 15:51:13.001321+01
918,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Parc national de la forêt de Tijuca10 km,10 km,attraction,2026-04-06 15:51:13.001321+01
919,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Statue du Christ Rédempteur10 km,10 km,attraction,2026-04-06 15:51:13.001321+01
920,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Musée de Demain11 km,11 km,attraction,2026-04-06 15:51:13.001321+01
921,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Aquarium de Rio de Janeiro12 km,12 km,attraction,2026-04-06 15:51:13.001321+01
922,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,RestaurantO Caranguejo100 m,100 m,restaurant,2026-04-06 15:51:13.001321+01
923,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,RestaurantTipicamente200 m,200 m,restaurant,2026-04-06 15:51:13.001321+01
924,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,RestaurantBar Copinha250 m,250 m,restaurant,2026-04-06 15:51:13.001321+01
925,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,LacLagune Rodrigo de Freitas2 km,2 km,nature,2026-04-06 15:51:13.001321+01
926,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,MontagnePic du Corcovado10 km,10 km,nature,2026-04-06 15:51:13.001321+01
927,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Plage de Copacabana650 m,650 m,beach,2026-04-06 15:51:13.001321+01
928,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,"Praia do Arpoador1,9 km","1,9 km",beach,2026-04-06 15:51:13.001321+01
929,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,"Plage d'Ipanema1,9 km","1,9 km",beach,2026-04-06 15:51:13.001321+01
930,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,"Praia do Diabo1,9 km","1,9 km",beach,2026-04-06 15:51:13.001321+01
931,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,"Praia do Leme2,7 km","2,7 km",beach,2026-04-06 15:51:13.001321+01
932,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,MétroCantagalo50 m,50 m,transport,2026-04-06 15:51:13.001321+01
933,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,"MétroIpanema/General Osório Station1,6 km","1,6 km",transport,2026-04-06 15:51:13.001321+01
934,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,TrainMorro do Inglês5 km,5 km,transport,2026-04-06 15:51:13.001321+01
935,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,TrainChrist the Redeemer10 km,10 km,transport,2026-04-06 15:51:13.001321+01
936,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Aéroport Santos Dumont9 km,9 km,airport,2026-04-06 15:51:13.001321+01
937,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Aéroport international de Rio de Janeiro-Galeão20 km,20 km,airport,2026-04-06 15:51:13.001321+01
938,d5b70997-9cc9-4430-a0c1-a9b867aecfdf,493e9d9e-f4ba-4cd1-9753-5688b85ff332,fr,Aéroport de Jacarepaguá-Roberto Marinho23 km,23 km,airport,2026-04-06 15:51:13.001321+01
939,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,"Copacabana Fort1,9 km","1,9 km",attraction,2026-04-06 15:53:31.709201+01
940,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,"Lage Park4,3 km","4,3 km",attraction,2026-04-06 15:53:31.709201+01
941,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Rio de Janeiro Botanical Gardens5 km,5 km,attraction,2026-04-06 15:53:31.709201+01
942,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Escadaria Selarón8 km,8 km,attraction,2026-04-06 15:53:31.709201+01
943,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Modern Art Museum9 km,9 km,attraction,2026-04-06 15:53:31.709201+01
944,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Tijuca Forest National Park10 km,10 km,attraction,2026-04-06 15:53:31.709201+01
945,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Cristo Redentor Statue10 km,10 km,attraction,2026-04-06 15:53:31.709201+01
946,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Christ the Redeemer10 km,10 km,attraction,2026-04-06 15:53:31.709201+01
947,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Museum of Tomorrow11 km,11 km,attraction,2026-04-06 15:53:31.709201+01
948,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,AquaRio Rio Marine Aquarium12 km,12 km,attraction,2026-04-06 15:53:31.709201+01
949,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,RestauranteO Caranguejo100 m,100 m,restaurant,2026-04-06 15:53:31.709201+01
950,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,RestauranteTipicamente200 m,200 m,restaurant,2026-04-06 15:53:31.709201+01
951,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,RestauranteBar Copinha250 m,250 m,restaurant,2026-04-06 15:53:31.709201+01
952,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,LagoRodrigo de Freitas Lake2 km,2 km,nature,2026-04-06 15:53:31.709201+01
953,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,MontanhaCorcovado10 km,10 km,nature,2026-04-06 15:53:31.709201+01
954,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Copacabana Beach650 m,650 m,beach,2026-04-06 15:53:31.709201+01
955,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,"Arpoador Beach1,9 km","1,9 km",beach,2026-04-06 15:53:31.709201+01
956,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,"Ipanema Beach1,9 km","1,9 km",beach,2026-04-06 15:53:31.709201+01
957,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,"Diabo Beach1,9 km","1,9 km",beach,2026-04-06 15:53:31.709201+01
958,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,"Leme Beach2,7 km","2,7 km",beach,2026-04-06 15:53:31.709201+01
959,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,MetroCantagalo50 m,50 m,transport,2026-04-06 15:53:31.709201+01
960,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,"MetroIpanema/General Osório Station1,6 km","1,6 km",transport,2026-04-06 15:53:31.709201+01
961,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,ComboioMorro do Inglês5 km,5 km,transport,2026-04-06 15:53:31.709201+01
962,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,ComboioChrist the Redeemer10 km,10 km,transport,2026-04-06 15:53:31.709201+01
963,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Santos Dumont Airport9 km,9 km,airport,2026-04-06 15:53:31.709201+01
964,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Rio de Janeiro/Galeao International Airport20 km,20 km,airport,2026-04-06 15:53:31.709201+01
965,1c8965ad-f9bd-4c8f-a049-e5c287afbe24,493e9d9e-f4ba-4cd1-9753-5688b85ff332,pt,Jacarepaguá Airport23 km,23 km,airport,2026-04-06 15:53:31.709201+01
966,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,Brigitte Bardot Statue2.1 km,2.1 km,attraction,2026-04-06 15:54:12.900085+01
967,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,RestaurantRestaurante e Bar Pinguim100 m,100 m,restaurant,2026-04-06 15:54:12.900085+01
968,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,RestaurantÂncoras Beach Restaurant200 m,200 m,restaurant,2026-04-06 15:54:12.900085+01
969,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,RestaurantLa Plage250 m,250 m,restaurant,2026-04-06 15:54:12.900085+01
970,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,João Fernandinho Beach50 m,50 m,beach,2026-04-06 15:54:12.900085+01
971,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,João Fernandes Beach150 m,150 m,beach,2026-04-06 15:54:12.900085+01
972,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,Ossos Beach1.6 km,1.6 km,beach,2026-04-06 15:54:12.900085+01
973,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,Azeda Beach1.7 km,1.7 km,beach,2026-04-06 15:54:12.900085+01
974,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,Azedinha Beach1.8 km,1.8 km,beach,2026-04-06 15:54:12.900085+01
975,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,BusBus Central Station3.2 km,3.2 km,transport,2026-04-06 15:54:12.900085+01
976,f10a342e-d06a-4ac0-ac82-e748d54bb82e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,en,Cabo Frio International Airport33 km,33 km,airport,2026-04-06 15:54:12.900085+01
977,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Municipal Park Mindu2.7 km,2.7 km,attraction,2026-04-06 15:54:27.212516+01
978,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Zoo of CIGS5 km,5 km,attraction,2026-04-06 15:54:27.212516+01
979,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Manaus Courthouse5 km,5 km,attraction,2026-04-06 15:54:27.212516+01
980,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Museum of Northern Man5 km,5 km,attraction,2026-04-06 15:54:27.212516+01
981,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Provincial Palace6 km,6 km,attraction,2026-04-06 15:54:27.212516+01
982,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Palacio Rio Negro Centro Cultural6 km,6 km,attraction,2026-04-06 15:54:27.212516+01
983,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Customs6 km,6 km,attraction,2026-04-06 15:54:27.212516+01
984,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Natural Science Museum6 km,6 km,attraction,2026-04-06 15:54:27.212516+01
985,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Cultural Center of the Povos da Amazonia9 km,9 km,attraction,2026-04-06 15:54:27.212516+01
986,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,RestaurantRestaurante do Brother100 m,100 m,restaurant,2026-04-06 15:54:27.212516+01
987,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,RestaurantSUBWAY200 m,200 m,restaurant,2026-04-06 15:54:27.212516+01
988,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,RestaurantSoho Lounge300 m,300 m,restaurant,2026-04-06 15:54:27.212516+01
989,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,BusManaus Bus Station1.9 km,1.9 km,transport,2026-04-06 15:54:27.212516+01
990,eb0e346c-073a-4a19-a7d9-42a59c60bac1,e1ed6a33-3e3f-4b7b-a985-92cfcedfec05,en,Eduardo Gomes International Airport5 km,5 km,airport,2026-04-06 15:54:27.212516+01
991,1655a054-4fc5-4fa5-b43b-bdd2c09dbc4e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,es,"Brigitte Bardot Statue2,1 km","2,1 km",attraction,2026-04-06 15:54:43.902538+01
992,1655a054-4fc5-4fa5-b43b-bdd2c09dbc4e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,es,RestauranteRestaurante e Bar Pinguim100 m,100 m,restaurant,2026-04-06 15:54:43.902538+01
993,1655a054-4fc5-4fa5-b43b-bdd2c09dbc4e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,es,RestauranteÂncoras Beach Restaurant200 m,200 m,restaurant,2026-04-06 15:54:43.902538+01
994,1655a054-4fc5-4fa5-b43b-bdd2c09dbc4e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,es,RestauranteLa Plage250 m,250 m,restaurant,2026-04-06 15:54:43.902538+01
995,1655a054-4fc5-4fa5-b43b-bdd2c09dbc4e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,es,Playa de João Fernandinho50 m,50 m,beach,2026-04-06 15:54:43.902538+01
996,1655a054-4fc5-4fa5-b43b-bdd2c09dbc4e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,es,Playa João Fernandes150 m,150 m,beach,2026-04-06 15:54:43.902538+01
997,1655a054-4fc5-4fa5-b43b-bdd2c09dbc4e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,es,"Praia dos Ossos1,6 km","1,6 km",beach,2026-04-06 15:54:43.902538+01
998,1655a054-4fc5-4fa5-b43b-bdd2c09dbc4e,3a95aa9d-7926-4d3d-9e5f-e30a51b43efa,es,"Playa Azeda1,7 km","1,7 km",beach,2026-04-06 15:54:43.902538+01
